# accelerometer data
# file: 'rgbd_dataset_freiburg1_360.bag'
# timestamp ax ay az
1305031787.577381 0.395140 8.010560 -2.059516
1305031787.580930 0.287374 8.010560 -2.059516
1305031787.581923 0.287374 8.010560 -2.059516
1305031787.582934 0.287374 8.010560 -2.059516
1305031787.586332 0.191583 8.202143 -1.724246
1305031787.587328 0.191583 8.202143 -1.724246
1305031787.590932 0.287374 8.106352 -2.059516
1305031787.592075 0.287374 8.106352 -2.059516
1305031787.593345 0.287374 8.106352 -2.059516
1305031787.594346 0.287374 8.106352 -2.059516
1305031787.597496 0.287374 8.202143 -2.059516
1305031787.598437 0.287374 8.202143 -2.059516
1305031787.602044 0.287374 8.393726 -2.394786
1305031787.603051 0.287374 8.393726 -2.394786
1305031787.606186 0.478957 8.393726 -2.442682
1305031787.607349 0.478957 8.393726 -2.442682
1305031787.610937 0.478957 8.297935 -2.634265
1305031787.611939 0.478957 8.297935 -2.634265
1305031787.613230 0.478957 8.297935 -2.634265
1305031787.614203 0.478957 8.297935 -2.634265
1305031787.617478 0.478957 8.393726 -3.017431
1305031787.618594 0.478957 8.393726 -3.017431
1305031787.622067 0.682514 8.393726 -3.113222
1305031787.623074 0.682514 8.393726 -3.113222
1305031787.626372 0.526853 8.441622 -3.209014
1305031787.627341 0.526853 8.441622 -3.209014
1305031787.630912 0.778306 8.202143 -3.400597
1305031787.632035 0.778306 8.202143 -3.400597
1305031787.633210 0.778306 8.202143 -3.400597
1305031787.634297 0.778306 8.202143 -3.400597
1305031787.637453 0.574749 8.202143 -3.304805
1305031787.638468 0.574749 8.202143 -3.304805
1305031787.642088 0.526853 8.345830 -3.400597
1305031787.643106 0.526853 8.345830 -3.400597
1305031787.646352 0.490931 8.202143 -3.304805
1305031787.647306 0.490931 8.202143 -3.304805
1305031787.650922 0.526853 8.010560 -3.544284
1305031787.651920 0.526853 8.010560 -3.544284
1305031787.653186 0.526853 8.010560 -3.544284
1305031787.654185 0.526853 8.010560 -3.544284
1305031787.657436 0.478957 8.010560 -3.209014
1305031787.658432 0.478957 8.010560 -3.209014
1305031787.662051 0.395140 8.010560 -3.209014
1305031787.663040 0.395140 8.010560 -3.209014
1305031787.666168 0.287374 7.818977 -3.209014
1305031787.667302 0.287374 7.818977 -3.209014
1305031787.670568 0.395140 7.627394 -3.209014
1305031787.671917 0.395140 7.627394 -3.209014
1305031787.673184 0.395140 7.627394 -3.209014
1305031787.674169 0.395140 7.627394 -3.209014
1305031787.677417 0.478957 7.531603 -3.209014
1305031787.678424 0.478957 7.531603 -3.209014
1305031787.682080 0.682514 7.435812 -3.209014
1305031787.683093 0.682514 7.435812 -3.209014
1305031787.686353 0.478957 7.531603 -3.209014
1305031787.687328 0.478957 7.531603 -3.209014
1305031787.690851 0.526853 7.340020 -3.232962
1305031787.691917 0.526853 7.340020 -3.232962
1305031787.693230 0.526853 7.340020 -3.232962
1305031787.694201 0.526853 7.340020 -3.232962
1305031787.697500 0.526853 7.435812 -3.209014
1305031787.698428 0.526853 7.435812 -3.209014
1305031787.702099 0.490931 7.435812 -3.209014
1305031787.703047 0.490931 7.435812 -3.209014
1305031787.706310 0.502905 7.627394 -3.304805
1305031787.707295 0.502905 7.627394 -3.304805
1305031787.711001 0.478957 7.627394 -3.640075
1305031787.712092 0.478957 7.627394 -3.640075
1305031787.713201 0.478957 7.627394 -3.640075
1305031787.714343 0.478957 7.627394 -3.640075
1305031787.717449 0.502905 7.651342 -4.166928
1305031787.718594 0.502905 7.651342 -4.166928
1305031787.722202 0.526853 7.723186 -4.550094
1305031787.723217 0.526853 7.723186 -4.550094
1305031787.726197 0.478957 8.010560 -4.741677
1305031787.727342 0.478957 8.010560 -4.741677
1305031787.730555 0.478957 8.202143 -4.741677
1305031787.731584 0.478957 8.202143 -4.741677
1305031787.733177 0.478957 8.202143 -4.741677
1305031787.734177 0.478957 8.202143 -4.741677
1305031787.737480 0.574749 8.202143 -5.124843
1305031787.738470 0.574749 8.202143 -5.124843
1305031787.742067 0.478957 8.202143 -5.124843
1305031787.743098 0.478957 8.202143 -5.124843
1305031787.746344 0.478957 8.106352 -5.484061
1305031787.747340 0.478957 8.106352 -5.484061
1305031787.750938 0.574749 7.986612 -5.412217
1305031787.751919 0.574749 7.986612 -5.412217
1305031787.753220 0.574749 7.986612 -5.412217
1305031787.754211 0.574749 7.986612 -5.412217
1305031787.757467 0.682514 7.818977 -5.460113
1305031787.758452 0.682514 7.818977 -5.460113
1305031787.762050 0.682514 7.818977 -5.508009
1305031787.763047 0.682514 7.818977 -5.508009
1305031787.766299 0.574749 7.818977 -5.316426
1305031787.767300 0.574749 7.818977 -5.316426
1305031787.770929 0.778306 7.627394 -5.316426
1305031787.771916 0.778306 7.627394 -5.316426
1305031787.773199 0.778306 7.627394 -5.316426
1305031787.774351 0.778306 7.627394 -5.316426
1305031787.777424 0.778306 7.627394 -5.508009
1305031787.778440 0.778306 7.627394 -5.508009
1305031787.782058 0.862123 7.627394 -5.316426
1305031787.783062 0.862123 7.627394 -5.316426
1305031787.786318 0.862123 7.651342 -5.508009
1305031787.787289 0.862123 7.651342 -5.508009
1305031787.790945 1.053706 7.627394 -5.412217
1305031787.791922 1.053706 7.627394 -5.412217
1305031787.793204 1.053706 7.627394 -5.412217
1305031787.794351 1.053706 7.627394 -5.412217
1305031787.797465 1.053706 7.435812 -5.316426
1305031787.798426 1.053706 7.435812 -5.316426
1305031787.802049 1.053706 7.268176 -5.316426
1305031787.803048 1.053706 7.268176 -5.316426
1305031787.806349 1.053706 7.435812 -5.316426
1305031787.807332 1.053706 7.435812 -5.316426
1305031787.810929 1.161471 7.531603 -5.316426
1305031787.812060 1.161471 7.531603 -5.316426
1305031787.813090 1.161471 7.531603 -5.316426
1305031787.816322 1.209367 7.435812 -5.555904
1305031787.817468 1.209367 7.435812 -5.555904
1305031787.820954 1.257263 7.531603 -5.795383
1305031787.821930 1.257263 7.531603 -5.795383
1305031787.823178 1.257263 7.531603 -5.795383
1305031787.824341 1.257263 7.531603 -5.795383
1305031787.827353 1.257263 7.651342 -5.891174
1305031787.828463 1.257263 7.651342 -5.891174
1305031787.832047 0.957915 7.723186 -5.867226
1305031787.833082 0.957915 7.723186 -5.867226
1305031787.836339 0.957915 7.818977 -5.986966
1305031787.837348 0.957915 7.818977 -5.986966
1305031787.840961 1.053706 8.010560 -6.274340
1305031787.841923 1.053706 8.010560 -6.274340
1305031787.843200 1.053706 8.010560 -6.274340
1305031787.844339 1.053706 8.010560 -6.274340
1305031787.847343 1.053706 8.106352 -6.465923
1305031787.848470 1.053706 8.106352 -6.465923
1305031787.852062 1.053706 8.058456 -6.561715
1305031787.853091 1.053706 8.058456 -6.561715
1305031787.856370 1.053706 8.202143 -6.322236
1305031787.857341 1.053706 8.202143 -6.322236
1305031787.858578 1.053706 8.202143 -6.322236
1305031787.859595 1.053706 8.202143 -6.322236
1305031787.863222 1.053706 8.202143 -6.370132
1305031787.864201 1.053706 8.202143 -6.370132
1305031787.867437 1.053706 8.010560 -6.370132
1305031787.868434 1.053706 8.010560 -6.370132
1305031787.872060 0.910019 7.962665 -6.082757
1305031787.873109 0.910019 7.962665 -6.082757
1305031787.876355 1.053706 7.818977 -6.082757
1305031787.877470 1.053706 7.818977 -6.082757
1305031787.881078 0.910019 7.998586 -5.699591
1305031787.882082 0.910019 7.998586 -5.699591
1305031787.883341 0.910019 7.998586 -5.699591
1305031787.884325 0.910019 7.998586 -5.699591
1305031787.887478 1.053706 7.914769 -5.891174
1305031787.888451 1.053706 7.914769 -5.891174
1305031787.892101 1.161471 7.818977 -5.891174
1305031787.893095 1.161471 7.818977 -5.891174
1305031787.896343 1.053706 7.818977 -5.986966
1305031787.897359 1.053706 7.818977 -5.986966
1305031787.898850 1.053706 7.818977 -5.986966
1305031787.899923 1.053706 7.818977 -5.986966
1305031787.903207 1.161471 7.627394 -6.274340
1305031787.904295 1.161471 7.627394 -6.274340
1305031787.907469 1.257263 7.627394 -6.262366
1305031787.908451 1.257263 7.627394 -6.262366
1305031787.912067 1.448846 7.627394 -6.465923
1305031787.913074 1.448846 7.627394 -6.465923
1305031787.916341 1.448846 7.627394 -6.657506
1305031787.917341 1.448846 7.627394 -6.657506
1305031787.920949 1.448846 7.435812 -6.657506
1305031787.921931 1.448846 7.435812 -6.657506
1305031787.923168 1.448846 7.435812 -6.657506
1305031787.924339 1.448846 7.435812 -6.657506
1305031787.927467 1.448846 7.435812 -7.028698
1305031787.928470 1.448846 7.435812 -7.028698
1305031787.932057 1.293185 7.340020 -7.028698
1305031787.933062 1.293185 7.340020 -7.028698
1305031787.936410 1.448846 7.244229 -7.375942
1305031787.937300 1.448846 7.244229 -7.375942
1305031787.940969 1.269237 7.340020 -7.375942
1305031787.941982 1.269237 7.340020 -7.375942
1305031787.943202 1.269237 7.340020 -7.375942
1305031787.944347 1.269237 7.340020 -7.375942
1305031787.947338 1.269237 7.256203 -7.423838
1305031787.948471 1.269237 7.256203 -7.423838
1305031787.952097 1.257263 7.244229 -7.423838
1305031787.953097 1.257263 7.244229 -7.423838
1305031787.956343 1.257263 7.232255 -7.615421
1305031787.957325 1.257263 7.232255 -7.615421
1305031787.960949 1.053706 7.244229 -7.807003
1305031787.961927 1.053706 7.244229 -7.807003
1305031787.963198 1.053706 7.244229 -7.807003
1305031787.964351 1.053706 7.244229 -7.807003
1305031787.967310 1.161471 7.244229 -7.902795
1305031787.968437 1.161471 7.244229 -7.902795
1305031787.972045 1.053706 7.292124 -7.818977
1305031787.973107 1.053706 7.292124 -7.818977
1305031787.976325 0.862123 7.435812 -7.615421
1305031787.977471 0.862123 7.435812 -7.615421
1305031787.980948 0.778306 7.340020 -7.615421
1305031787.981924 0.778306 7.340020 -7.615421
1305031787.983207 0.778306 7.340020 -7.615421
1305031787.984323 0.778306 7.340020 -7.615421
1305031787.987328 0.862123 7.340020 -7.615421
1305031787.988467 0.862123 7.340020 -7.615421
1305031787.991943 0.862123 7.627394 -7.615421
1305031787.993102 0.862123 7.627394 -7.615421
1305031787.996344 0.862123 7.627394 -7.423838
1305031787.997362 0.862123 7.627394 -7.423838
1305031787.998442 0.862123 7.627394 -7.423838
1305031787.999563 0.862123 7.627394 -7.423838
1305031788.003039 0.862123 7.435812 -7.423838
1305031788.004174 0.862123 7.435812 -7.423838
1305031788.007330 0.910019 7.435812 -7.423838
