timeStamp= 1341841278.842669; T[0]= 0.000000000; T[1]= 0.000000000; T[2]= 0.000000000; x= 0.000000000; y=  0.000000000; z=  0.000000000; w= 1.000000000
timeStamp= 1341841279.878582001; T[0]= -0.215200111; T[1]= -0.072827712; T[2]= 0.061500452; x= 0.007595753; y=  0.061647959; z=  0.069162235; w= 0.995669842
timeStamp= 1341841279.914635897; T[0]= -0.218336403; T[1]= -0.075771391; T[2]= 0.067921132; x= 0.006363133; y=  0.061063815; z=  0.072517253; w= 0.995475769
timeStamp= 1341841279.946512938; T[0]= -0.230279893; T[1]= -0.077924103; T[2]= 0.067675158; x= 0.007167996; y=  0.065445900; z=  0.071865194; w= 0.995239079
timeStamp= 1341841279.982534885; T[0]= -0.237634584; T[1]= -0.081349567; T[2]= 0.070449181; x= 0.007717613; y=  0.068802617; z=  0.072443694; w= 0.994966567
timeStamp= 1341841280.014518023; T[0]= -0.244915694; T[1]= -0.086162284; T[2]= 0.073829710; x= 0.008189745; y=  0.070615277; z=  0.073207557; w= 0.994779885
timeStamp= 1341841280.046570063; T[0]= -0.250536293; T[1]= -0.088758439; T[2]= 0.075834431; x= 0.009431097; y=  0.072149038; z=  0.072258741; w= 0.994728208
timeStamp= 1341841280.082597971; T[0]= -0.256875545; T[1]= -0.089323327; T[2]= 0.073297799; x= 0.010239604; y=  0.075754248; z=  0.071235083; w= 0.994526029
timeStamp= 1341841280.114557981; T[0]= -0.263945878; T[1]= -0.093433157; T[2]= 0.074490659; x= 0.009372916; y=  0.078176886; z=  0.073552169; w= 0.994178355
timeStamp= 1341841280.150571108; T[0]= -0.265372604; T[1]= -0.097423010; T[2]= 0.081110746; x= 0.008493094; y=  0.077017181; z=  0.076640032; w= 0.994043529
timeStamp= 1341841280.182504892; T[0]= -0.273101836; T[1]= -0.095788449; T[2]= 0.075605728; x= 0.009119288; y=  0.080009505; z=  0.076360039; w= 0.993823171
timeStamp= 1341841280.214984894; T[0]= -0.280211568; T[1]= -0.097821638; T[2]= 0.075916246; x= 0.008813125; y=  0.083718382; z=  0.076126426; w= 0.993538320
timeStamp= 1341841280.250577927; T[0]= -0.286762923; T[1]= -0.100710511; T[2]= 0.079228237; x= 0.008061993; y=  0.085666507; z=  0.075642899; w= 0.993415534
timeStamp= 1341841280.282516956; T[0]= -0.287715226; T[1]= -0.097555436; T[2]= 0.078048721; x= 0.007864511; y=  0.086226143; z=  0.076361418; w= 0.993313730
timeStamp= 1341841280.314599037; T[0]= -0.291660011; T[1]= -0.098536074; T[2]= 0.077506870; x= 0.005880111; y=  0.088711329; z=  0.077879608; w= 0.992990673
timeStamp= 1341841280.350640059; T[0]= -0.297920287; T[1]= -0.103150517; T[2]= 0.083319850; x= 0.003540897; y=  0.091679849; z=  0.078635201; w= 0.992672563
timeStamp= 1341841280.382750988; T[0]= -0.308565736; T[1]= -0.108240642; T[2]= 0.087823480; x= 0.002935163; y=  0.094862774; z=  0.080199532; w= 0.992250204
timeStamp= 1341841280.418543100; T[0]= -0.312235028; T[1]= -0.108562879; T[2]= 0.089668065; x= 0.002781372; y=  0.095670938; z=  0.083333254; w= 0.991914809
timeStamp= 1341841280.450710058; T[0]= -0.318423241; T[1]= -0.112525746; T[2]= 0.094216429; x= 0.002229568; y=  0.097768597; z=  0.084332347; w= 0.991627157
timeStamp= 1341841280.482651949; T[0]= -0.335674226; T[1]= -0.119687140; T[2]= 0.099053353; x= 0.002972025; y=  0.103264585; z=  0.082838498; w= 0.991193891
timeStamp= 1341841280.518665075; T[0]= -0.345535219; T[1]= -0.123123921; T[2]= 0.099500909; x= 0.004272137; y=  0.106925637; z=  0.084592119; w= 0.990652740
timeStamp= 1341841280.550805092; T[0]= -0.342430562; T[1]= -0.126916364; T[2]= 0.101877674; x= 0.003773665; y=  0.105886176; z=  0.090096541; w= 0.990281045
timeStamp= 1341841280.582532883; T[0]= -0.343389839; T[1]= -0.130921513; T[2]= 0.111698270; x= 0.003712436; y=  0.104847200; z=  0.094874583; w= 0.989945471
timeStamp= 1341841280.618525028; T[0]= -0.361635864; T[1]= -0.130603850; T[2]= 0.108189091; x= 0.005033462; y=  0.111232527; z=  0.096202031; w= 0.989114285
timeStamp= 1341841280.650754929; T[0]= -0.358031988; T[1]= -0.130996585; T[2]= 0.109829247; x= 0.002743715; y=  0.109452941; z=  0.100549355; w= 0.988889456
timeStamp= 1341841280.686580896; T[0]= -0.368252605; T[1]= -0.133550853; T[2]= 0.114722051; x= -0.000161223; y=  0.110510856; z=  0.104964077; w= 0.988316655
timeStamp= 1341841280.718584061; T[0]= -0.370945007; T[1]= -0.137927383; T[2]= 0.126839489; x= -0.001094786; y=  0.109876327; z=  0.109328061; w= 0.987913668
timeStamp= 1341841280.750895023; T[0]= -0.387285650; T[1]= -0.140918136; T[2]= 0.125220045; x= 0.001382042; y=  0.114501595; z=  0.110798687; w= 0.987223983
timeStamp= 1341841280.786631107; T[0]= -0.398274481; T[1]= -0.143614128; T[2]= 0.122910649; x= 0.001133436; y=  0.117510766; z=  0.115225300; w= 0.986363590
timeStamp= 1341841280.818521976; T[0]= -0.398346484; T[1]= -0.148793980; T[2]= 0.134509236; x= -0.000490386; y=  0.116782419; z=  0.123743676; w= 0.985418260
timeStamp= 1341841280.850748062; T[0]= -0.410844803; T[1]= -0.156378448; T[2]= 0.142184839; x= 0.001322133; y=  0.119141117; z=  0.125398099; w= 0.984925866
timeStamp= 1341841280.918782949; T[0]= -0.441775382; T[1]= -0.156882495; T[2]= 0.129109532; x= 0.006411995; y=  0.129292920; z=  0.127893955; w= 0.983303249
timeStamp= 1341841280.954499006; T[0]= -0.435363889; T[1]= -0.158897325; T[2]= 0.140246049; x= 0.002849257; y=  0.125277475; z=  0.134984985; w= 0.982891917
timeStamp= 1341841280.986680031; T[0]= -0.427817911; T[1]= -0.158974141; T[2]= 0.154022276; x= 0.001428088; y=  0.120755337; z=  0.137845084; w= 0.983063996
timeStamp= 1341841281.018568993; T[0]= -0.458639711; T[1]= -0.162619680; T[2]= 0.143353850; x= 0.001624419; y=  0.130443409; z=  0.138812885; w= 0.981688797
timeStamp= 1341841281.054516077; T[0]= -0.464193910; T[1]= -0.159434885; T[2]= 0.148019999; x= -0.000127940; y=  0.132656336; z=  0.140964717; w= 0.981086731
timeStamp= 1341841281.086580992; T[0]= -0.448488146; T[1]= -0.160169363; T[2]= 0.164069936; x= -0.002868988; y=  0.127423480; z=  0.148191154; w= 0.980711162
timeStamp= 1341841281.119427919; T[0]= -0.459950447; T[1]= -0.164169505; T[2]= 0.166667461; x= -0.003156190; y=  0.130430698; z=  0.153011724; w= 0.979574025
timeStamp= 1341841281.154470921; T[0]= -0.464916438; T[1]= -0.160058275; T[2]= 0.170675009; x= -0.002929691; y=  0.132008627; z=  0.154826000; w= 0.979078174
timeStamp= 1341841281.186590910; T[0]= -0.468862593; T[1]= -0.159537345; T[2]= 0.174363598; x= -0.004400567; y=  0.133736148; z=  0.156107232; w= 0.978634655
timeStamp= 1341841281.222516060; T[0]= -0.475721329; T[1]= -0.163361728; T[2]= 0.179523453; x= -0.004597521; y=  0.136681259; z=  0.158464387; w= 0.977847755
timeStamp= 1341841281.254560947; T[0]= -0.523599744; T[1]= -0.171455741; T[2]= 0.165996492; x= -0.003054739; y=  0.152695835; z=  0.155689627; w= 0.975928009
timeStamp= 1341841281.286498070; T[0]= -0.473068178; T[1]= -0.166894436; T[2]= 0.191240132; x= -0.008299487; y=  0.136426672; z=  0.164708957; w= 0.976826429
timeStamp= 1341841281.322429895; T[0]= -0.466660351; T[1]= -0.167426243; T[2]= 0.210444912; x= -0.010581150; y=  0.135584235; z=  0.165670499; w= 0.976759076
timeStamp= 1341841281.354516983; T[0]= -0.488478690; T[1]= -0.175399020; T[2]= 0.201608330; x= -0.011228925; y=  0.143002138; z=  0.165730610; w= 0.975683212
timeStamp= 1341841281.390579939; T[0]= -0.521495342; T[1]= -0.178106382; T[2]= 0.191915601; x= -0.009069443; y=  0.154973209; z=  0.167623892; w= 0.973551869
timeStamp= 1341841281.422637939; T[0]= -0.526223779; T[1]= -0.178663447; T[2]= 0.193869501; x= -0.010275512; y=  0.157655418; z=  0.172037289; w= 0.972338557
timeStamp= 1341841281.454689980; T[0]= -0.528493762; T[1]= -0.182168752; T[2]= 0.200007305; x= -0.012490304; y=  0.159772322; z=  0.178018793; w= 0.970889330
timeStamp= 1341841281.490694046; T[0]= -0.528933108; T[1]= -0.184722528; T[2]= 0.206282586; x= -0.012913271; y=  0.161315694; z=  0.182165787; w= 0.969858825
timeStamp= 1341841281.522592068; T[0]= -0.534104049; T[1]= -0.188699752; T[2]= 0.209377289; x= -0.013084413; y=  0.164065063; z=  0.184823602; w= 0.968891978
timeStamp= 1341841281.554625988; T[0]= -0.532380641; T[1]= -0.189274952; T[2]= 0.215410739; x= -0.013685730; y=  0.166232482; z=  0.185535714; w= 0.968378007
timeStamp= 1341841281.590620995; T[0]= -0.538500190; T[1]= -0.193610698; T[2]= 0.221902326; x= -0.013352928; y=  0.171971321; z=  0.187428713; w= 0.967015028
timeStamp= 1341841281.622632980; T[0]= -0.543500781; T[1]= -0.196317703; T[2]= 0.228102416; x= -0.011145877; y=  0.177494496; z=  0.189712971; w= 0.965598464
timeStamp= 1341841281.658431053; T[0]= -0.548596442; T[1]= -0.201926306; T[2]= 0.231177181; x= -0.010193862; y=  0.182523474; z=  0.193588659; w= 0.963900745
timeStamp= 1341841281.690546989; T[0]= -0.552137613; T[1]= -0.208462581; T[2]= 0.236354083; x= -0.009913133; y=  0.186024696; z=  0.198911101; w= 0.962149143
timeStamp= 1341841281.722562075; T[0]= -0.552372098; T[1]= -0.214934409; T[2]= 0.243205428; x= -0.009745156; y=  0.186942935; z=  0.204269618; w= 0.960849285
timeStamp= 1341841281.758476973; T[0]= -0.557036996; T[1]= -0.217882693; T[2]= 0.250214279; x= -0.008145572; y=  0.190146774; z=  0.204246312; w= 0.960240245
timeStamp= 1341841281.790550947; T[0]= -0.562845170; T[1]= -0.223049164; T[2]= 0.256513178; x= -0.005892366; y=  0.195321843; z=  0.203832775; w= 0.959305406
timeStamp= 1341841281.822634935; T[0]= -0.572439373; T[1]= -0.233006433; T[2]= 0.257933587; x= -0.006210167; y=  0.198784709; z=  0.207133487; w= 0.957884014
timeStamp= 1341841281.858608007; T[0]= -0.567432821; T[1]= -0.234343424; T[2]= 0.264918983; x= -0.007691342; y=  0.196699038; z=  0.213318065; w= 0.956946075
timeStamp= 1341841281.890543938; T[0]= -0.563501835; T[1]= -0.238836840; T[2]= 0.274618328; x= -0.009115403; y=  0.197851226; z=  0.219995067; w= 0.955182731
timeStamp= 1341841281.926621914; T[0]= -0.572121322; T[1]= -0.247017920; T[2]= 0.280096531; x= -0.009292882; y=  0.202972680; z=  0.224098608; w= 0.953150332
timeStamp= 1341841281.958532095; T[0]= -0.588732600; T[1]= -0.254848629; T[2]= 0.285406053; x= -0.008656804; y=  0.210499123; z=  0.223147854; w= 0.951745868
timeStamp= 1341841281.990573883; T[0]= -0.592845857; T[1]= -0.261335552; T[2]= 0.291718423; x= -0.009439959; y=  0.214268804; z=  0.222425178; w= 0.951066136
timeStamp= 1341841282.026566982; T[0]= -0.598485291; T[1]= -0.270345479; T[2]= 0.300081789; x= -0.010022587; y=  0.218236819; z=  0.223164037; w= 0.949984252
timeStamp= 1341841282.058666945; T[0]= -0.606730759; T[1]= -0.280558974; T[2]= 0.308420867; x= -0.010221966; y=  0.220687345; z=  0.223847017; w= 0.949255049
timeStamp= 1341841282.090707064; T[0]= -0.599287570; T[1]= -0.284724832; T[2]= 0.314204991; x= -0.011524237; y=  0.218006805; z=  0.227130786; w= 0.949079454
timeStamp= 1341841282.126463890; T[0]= -0.603208423; T[1]= -0.292209327; T[2]= 0.324920982; x= -0.012298228; y=  0.220107689; z=  0.230912015; w= 0.947671354
timeStamp= 1341841282.158699989; T[0]= -0.620022535; T[1]= -0.304554164; T[2]= 0.330930591; x= -0.011815413; y=  0.225948855; z=  0.234592453; w= 0.945396185
timeStamp= 1341841282.194586992; T[0]= -0.632223547; T[1]= -0.308362842; T[2]= 0.335191518; x= -0.009711553; y=  0.230258405; z=  0.236147314; w= 0.943992138
timeStamp= 1341841282.226469994; T[0]= -0.618067503; T[1]= -0.307320833; T[2]= 0.337612599; x= -0.011180229; y=  0.226032197; z=  0.238403231; w= 0.944430172
timeStamp= 1341841282.258680105; T[0]= -0.631504059; T[1]= -0.321857095; T[2]= 0.352493942; x= -0.013333347; y=  0.230346382; z=  0.243345052; w= 0.942096591
timeStamp= 1341841282.301701069; T[0]= -0.636718512; T[1]= -0.326040328; T[2]= 0.354307652; x= -0.014561103; y=  0.229899228; z=  0.246084929; w= 0.941475689
timeStamp= 1341841282.333558083; T[0]= -0.635984838; T[1]= -0.328846127; T[2]= 0.362360895; x= -0.014906213; y=  0.228866443; z=  0.247683316; w= 0.941302776
timeStamp= 1341841282.365880966; T[0]= -0.640313625; T[1]= -0.335578203; T[2]= 0.369356215; x= -0.016150387; y=  0.230407819; z=  0.248231784; w= 0.940761626
timeStamp= 1341841282.401834011; T[0]= -0.643798649; T[1]= -0.341344357; T[2]= 0.375510782; x= -0.016791705; y=  0.230676383; z=  0.247167289; w= 0.940964818
timeStamp= 1341841282.433552980; T[0]= -0.649908543; T[1]= -0.348035514; T[2]= 0.381045848; x= -0.016278658; y=  0.232518122; z=  0.247810543; w= 0.940351129
timeStamp= 1341841282.470381021; T[0]= -0.654920280; T[1]= -0.353080690; T[2]= 0.385726094; x= -0.016639540; y=  0.233823165; z=  0.249477655; w= 0.939580083
timeStamp= 1341841282.501615047; T[0]= -0.653580129; T[1]= -0.357894272; T[2]= 0.394422591; x= -0.016809756; y=  0.233671203; z=  0.250324756; w= 0.939389527
timeStamp= 1341841282.533615112; T[0]= -0.659388602; T[1]= -0.365066230; T[2]= 0.398726642; x= -0.016012499; y=  0.234982833; z=  0.249277785; w= 0.939354718
timeStamp= 1341841282.594625950; T[0]= -0.675109327; T[1]= -0.391411394; T[2]= 0.430524260; x= -0.016922880; y=  0.243823603; z=  0.255525291; w= 0.935398579
timeStamp= 1341841282.630629063; T[0]= -0.701057673; T[1]= -0.399918318; T[2]= 0.437825620; x= -0.012997073; y=  0.253879189; z=  0.254745871; w= 0.932995737
timeStamp= 1341841282.662583113; T[0]= -0.700731933; T[1]= -0.387162089; T[2]= 0.414685249; x= -0.010923309; y=  0.253916711; z=  0.252386808; w= 0.933652997
timeStamp= 1341841282.694561005; T[0]= -0.683679879; T[1]= -0.392309278; T[2]= 0.420289487; x= -0.015160479; y=  0.249518067; z=  0.254213691; w= 0.934283853
timeStamp= 1341841282.730734110; T[0]= -0.686163366; T[1]= -0.408380389; T[2]= 0.448628902; x= -0.017453583; y=  0.251900911; z=  0.256600678; w= 0.932950914
timeStamp= 1341841282.762542009; T[0]= -0.696138203; T[1]= -0.424126148; T[2]= 0.464361340; x= -0.018375175; y=  0.256029993; z=  0.257698387; w= 0.931505501
timeStamp= 1341841282.794680119; T[0]= -0.715261519; T[1]= -0.408336818; T[2]= 0.442527711; x= -0.014662764; y=  0.265763521; z=  0.252268255; w= 0.930330813
timeStamp= 1341841282.831319094; T[0]= -0.722720683; T[1]= -0.416047275; T[2]= 0.448556185; x= -0.014796027; y=  0.271969348; z=  0.253125101; w= 0.928300261
timeStamp= 1341841282.862523079; T[0]= -0.728953958; T[1]= -0.421992838; T[2]= 0.452320248; x= -0.014968937; y=  0.275927007; z=  0.257038027; w= 0.926051676
timeStamp= 1341841282.898653030; T[0]= -0.699657381; T[1]= -0.421718240; T[2]= 0.461113811; x= -0.017384602; y=  0.267623037; z=  0.262905359; w= 0.926799059
timeStamp= 1341841282.930493116; T[0]= -0.732710063; T[1]= -0.428643763; T[2]= 0.468865573; x= -0.014732392; y=  0.285121173; z=  0.262539983; w= 0.921716690
timeStamp= 1341841282.962840080; T[0]= -0.743959069; T[1]= -0.434427738; T[2]= 0.472124785; x= -0.013763418; y=  0.291568190; z=  0.264064163; w= 0.919276178
timeStamp= 1341841282.998591900; T[0]= -0.730606377; T[1]= -0.439451218; T[2]= 0.475159168; x= -0.016549109; y=  0.288190395; z=  0.268827409; w= 0.918914735
timeStamp= 1341841283.030548096; T[0]= -0.717525005; T[1]= -0.440137565; T[2]= 0.482939273; x= -0.018379636; y=  0.285584241; z=  0.274053514; w= 0.918149471
timeStamp= 1341841283.062478065; T[0]= -0.724970341; T[1]= -0.447541237; T[2]= 0.486802578; x= -0.020680649; y=  0.290722817; z=  0.277158946; w= 0.915552020
timeStamp= 1341841283.098536968; T[0]= -0.767041266; T[1]= -0.456463158; T[2]= 0.498867750; x= -0.016020153; y=  0.309909433; z=  0.276846021; w= 0.909426033
timeStamp= 1341841283.130472898; T[0]= -0.777312875; T[1]= -0.462535918; T[2]= 0.502128482; x= -0.014599990; y=  0.316417187; z=  0.280373573; w= 0.906122327
timeStamp= 1341841283.166500092; T[0]= -0.775908053; T[1]= -0.471010029; T[2]= 0.514267564; x= -0.014920945; y=  0.323279053; z=  0.285032421; w= 0.902233064
timeStamp= 1341841283.198622942; T[0]= -0.784962118; T[1]= -0.478016317; T[2]= 0.512765884; x= -0.010353881; y=  0.326673806; z=  0.288379490; w= 0.900007963
timeStamp= 1341841283.230747938; T[0]= -0.798607469; T[1]= -0.485491931; T[2]= 0.515863895; x= -0.009158443; y=  0.332908750; z=  0.291074336; w= 0.896863222
timeStamp= 1341841283.266488075; T[0]= -0.771260500; T[1]= -0.493766069; T[2]= 0.521772861; x= -0.014756643; y=  0.324909925; z=  0.297554851; w= 0.897595048
timeStamp= 1341841283.298542023; T[0]= -0.804692507; T[1]= -0.498460770; T[2]= 0.526442766; x= -0.013427723; y=  0.339897752; z=  0.295189708; w= 0.892833829
timeStamp= 1341841283.330612898; T[0]= -0.790861368; T[1]= -0.509173870; T[2]= 0.533006907; x= -0.018319115; y=  0.337089598; z=  0.303562999; w= 0.891001940
timeStamp= 1341841283.366682053; T[0]= -0.785386801; T[1]= -0.506811321; T[2]= 0.536406040; x= -0.020605126; y=  0.338282764; z=  0.311203510; w= 0.887858450
timeStamp= 1341841283.398541927; T[0]= -0.789978743; T[1]= -0.508444130; T[2]= 0.536920309; x= -0.022678912; y=  0.339088023; z=  0.315512836; w= 0.885977805
timeStamp= 1341841283.434698105; T[0]= -0.792765856; T[1]= -0.513555229; T[2]= 0.550454259; x= -0.024601869; y=  0.343512297; z=  0.322736621; w= 0.881609380
timeStamp= 1341841283.466490030; T[0]= -0.800063133; T[1]= -0.531678498; T[2]= 0.578699112; x= -0.033627816; y=  0.363188833; z=  0.326639831; w= 0.871934295
timeStamp= 1341841283.498658895; T[0]= -0.808865666; T[1]= -0.541398227; T[2]= 0.587717652; x= -0.036367569; y=  0.376747876; z=  0.330714703; w= 0.864503443
timeStamp= 1341841283.534564972; T[0]= -0.824581623; T[1]= -0.555635095; T[2]= 0.598288000; x= -0.038283624; y=  0.385104537; z=  0.336260080; w= 0.858579099
timeStamp= 1341841283.566549063; T[0]= -0.823939443; T[1]= -0.545096636; T[2]= 0.586700439; x= -0.037931584; y=  0.382315367; z=  0.339904845; w= 0.858406007
timeStamp= 1341841283.602597952; T[0]= -0.828593910; T[1]= -0.543664813; T[2]= 0.580432773; x= -0.043123972; y=  0.385322124; z=  0.342464983; w= 0.855794907
timeStamp= 1341841283.634490013; T[0]= -0.827422202; T[1]= -0.550671339; T[2]= 0.596095562; x= -0.048625212; y=  0.392668724; z=  0.346957028; w= 0.850333869
timeStamp= 1341841283.666667938; T[0]= -0.821685255; T[1]= -0.532072604; T[2]= 0.581175566; x= -0.037915498; y=  0.389768779; z=  0.349223673; w= 0.851284623
timeStamp= 1341841283.702722073; T[0]= -0.831977129; T[1]= -0.525988519; T[2]= 0.563930809; x= -0.031827178; y=  0.382052034; z=  0.347242713; w= 0.855830431
timeStamp= 1341841283.734450102; T[0]= -0.830678225; T[1]= -0.527474701; T[2]= 0.568024576; x= -0.038080476; y=  0.377480477; z=  0.342447251; w= 0.859527946
timeStamp= 1341841283.766735077; T[0]= -0.846770167; T[1]= -0.554926515; T[2]= 0.597679377; x= -0.047193505; y=  0.385674149; z=  0.337643504; w= 0.857336044
timeStamp= 1341841283.802572966; T[0]= -0.852095902; T[1]= -0.564921856; T[2]= 0.609988630; x= -0.049316004; y=  0.391578376; z=  0.338900834; w= 0.854037762
timeStamp= 1341841283.834619045; T[0]= -0.852739155; T[1]= -0.556171656; T[2]= 0.598791957; x= -0.043717574; y=  0.382176578; z=  0.342340082; w= 0.857224107
timeStamp= 1341841283.870621920; T[0]= -0.862035871; T[1]= -0.569013774; T[2]= 0.609518111; x= -0.046506416; y=  0.387974441; z=  0.346772015; w= 0.852679431
timeStamp= 1341841283.902460098; T[0]= -0.873403370; T[1]= -0.583737016; T[2]= 0.620574236; x= -0.049202528; y=  0.395860076; z=  0.348735988; w= 0.848090291
timeStamp= 1341841283.935506105; T[0]= -0.867777228; T[1]= -0.577696919; T[2]= 0.619801521; x= -0.048616420; y=  0.396691829; z=  0.349748403; w= 0.847318172
timeStamp= 1341841283.970643044; T[0]= -0.872846484; T[1]= -0.584825099; T[2]= 0.628194153; x= -0.047986127; y=  0.398575604; z=  0.350482941; w= 0.846165776
timeStamp= 1341841284.002624035; T[0]= -0.895515501; T[1]= -0.590035617; T[2]= 0.638422906; x= -0.043871440; y=  0.407555997; z=  0.347921640; w= 0.843163073
timeStamp= 1341841284.034672976; T[0]= -0.903181791; T[1]= -0.584712505; T[2]= 0.621410549; x= -0.041772358; y=  0.404522598; z=  0.344892383; w= 0.845970333
timeStamp= 1341841284.070683002; T[0]= -0.903152168; T[1]= -0.610091686; T[2]= 0.645501018; x= -0.051038556; y=  0.411881387; z=  0.345602125; w= 0.841610372
timeStamp= 1341841284.102546930; T[0]= -0.902032673; T[1]= -0.603390574; T[2]= 0.639100790; x= -0.047103778; y=  0.407905340; z=  0.346754313; w= 0.843300581
timeStamp= 1341841284.138761997; T[0]= -0.907435536; T[1]= -0.601583481; T[2]= 0.632226229; x= -0.048452679; y=  0.409286946; z=  0.349077612; w= 0.841594517
timeStamp= 1341841284.170552015; T[0]= -0.903256714; T[1]= -0.581600189; T[2]= 0.608982205; x= -0.045625407; y=  0.400528371; z=  0.352155387; w= 0.844678581
