timeStamp= 1305031229.528748; T[0]= 0.000000000; T[1]= 0.000000000; T[2]= 0.000000000; x= 0.000000000; y=  0.000000000; z=  0.000000000; w= 1.000000000
timeStamp= 1305031230.697932005; T[0]= -0.068856932; T[1]= -0.009370513; T[2]= 0.007529604; x= -0.027639773; y=  -0.668689251; z=  0.084971465; w= 0.738153458
timeStamp= 1305031230.725671053; T[0]= -0.070056550; T[1]= -0.009487568; T[2]= 0.006313637; x= -0.028721504; y=  -0.683285952; z=  0.084660396; w= 0.724657178
timeStamp= 1305031230.765853882; T[0]= -0.074715033; T[1]= -0.010008202; T[2]= 0.004508644; x= -0.029798964; y=  -0.698217928; z=  0.085061625; w= 0.710188925
timeStamp= 1305031230.797302961; T[0]= -0.079830855; T[1]= -0.011228094; T[2]= 0.003870544; x= -0.029145284; y=  -0.713910460; z=  0.086394005; w= 0.694275498
timeStamp= 1305031230.825728893; T[0]= -0.074442461; T[1]= -0.014342358; T[2]= -0.000068399; x= -0.030219361; y=  -0.729144990; z=  0.089471243; w= 0.677812099
timeStamp= 1305031230.865523100; T[0]= -0.079709925; T[1]= -0.014127184; T[2]= -0.000088245; x= -0.029676680; y=  -0.745478094; z=  0.091250122; w= 0.659587145
timeStamp= 1305031230.897378922; T[0]= -0.083038487; T[1]= -0.012145414; T[2]= -0.003517036; x= -0.026952740; y=  -0.760423183; z=  0.093147390; w= 0.642147779
timeStamp= 1305031230.925859928; T[0]= -0.100843281; T[1]= -0.003255581; T[2]= -0.009182925; x= -0.021496708; y=  -0.772202075; z=  0.093875580; w= 0.628036082
timeStamp= 1305031230.964976072; T[0]= -0.116691679; T[1]= 0.009781335; T[2]= -0.012663418; x= -0.015943537; y=  -0.779440343; z=  0.094737031; w= 0.619066656
timeStamp= 1305031230.997080088; T[0]= -0.127739877; T[1]= 0.015247487; T[2]= -0.011326903; x= -0.014063830; y=  -0.783527434; z=  0.094861977; w= 0.613912165
timeStamp= 1305031231.025652885; T[0]= -0.141440004; T[1]= 0.024290506; T[2]= -0.006676387; x= -0.011483605; y=  -0.785728812; z=  0.095631965; w= 0.611026049
timeStamp= 1305031231.064421892; T[0]= -0.144695625; T[1]= 0.026498016; T[2]= -0.006026783; x= -0.009375650; y=  -0.785011888; z=  0.096030623; w= 0.611920416
timeStamp= 1305031231.096775055; T[0]= -0.136683315; T[1]= 0.028028328; T[2]= -0.008388305; x= -0.009644708; y=  -0.783323109; z=  0.095557176; w= 0.614150405
timeStamp= 1305031231.125727892; T[0]= -0.146532729; T[1]= 0.027036440; T[2]= -0.004196440; x= -0.010554190; y=  -0.783134222; z=  0.095536865; w= 0.614379466
timeStamp= 1305031231.165241003; T[0]= -0.152150378; T[1]= 0.031087689; T[2]= -0.003640434; x= -0.009154817; y=  -0.781299651; z=  0.096531749; w= 0.616578162
timeStamp= 1305031231.197746992; T[0]= -0.134992972; T[1]= 0.042847469; T[2]= -0.018462315; x= -0.007887688; y=  -0.774400830; z=  0.096071064; w= 0.625309110
timeStamp= 1305031231.225711107; T[0]= -0.099933513; T[1]= 0.028084215; T[2]= -0.028006822; x= -0.008700337; y=  -0.761287034; z=  0.095180780; w= 0.641332269
timeStamp= 1305031231.265594006; T[0]= -0.086873278; T[1]= 0.028628169; T[2]= -0.026124816; x= -0.009002795; y=  -0.745823383; z=  0.094643094; w= 0.659324765
timeStamp= 1305031231.297846079; T[0]= -0.082185328; T[1]= 0.025471807; T[2]= -0.029655632; x= -0.011331986; y=  -0.724065721; z=  0.094497390; w= 0.683133066
timeStamp= 1305031231.325741053; T[0]= -0.079934448; T[1]= 0.025834983; T[2]= -0.026801597; x= -0.012174507; y=  -0.701193213; z=  0.092586435; w= 0.706829250
timeStamp= 1305031231.365066051; T[0]= -0.077909991; T[1]= 0.023742476; T[2]= -0.018019333; x= -0.013857844; y=  -0.679546297; z=  0.089791678; w= 0.727985084
timeStamp= 1305031231.397128105; T[0]= -0.070948191; T[1]= 0.022423161; T[2]= -0.019464064; x= -0.014724954; y=  -0.657215774; z=  0.087903172; w= 0.748414040
timeStamp= 1305031231.425688028; T[0]= -0.067734808; T[1]= 0.023310898; T[2]= -0.020397224; x= -0.017157502; y=  -0.637172818; z=  0.086376317; w= 0.765673220
timeStamp= 1305031231.464917898; T[0]= -0.068996437; T[1]= 0.024508893; T[2]= -0.017558213; x= -0.019583831; y=  -0.619867086; z=  0.084614612; w= 0.779885590
timeStamp= 1305031231.493669033; T[0]= -0.067497626; T[1]= 0.023429925; T[2]= -0.015194334; x= -0.022323979; y=  -0.603709519; z=  0.083562151; w= 0.792498469
timeStamp= 1305031231.525754929; T[0]= -0.064892493; T[1]= 0.024293883; T[2]= -0.013932312; x= -0.024462501; y=  -0.587572396; z=  0.082959570; w= 0.804535866
timeStamp= 1305031231.565052032; T[0]= -0.061305478; T[1]= 0.024770211; T[2]= -0.012930540; x= -0.026175229; y=  -0.572769225; z=  0.081789345; w= 0.815205932
timeStamp= 1305031231.593736887; T[0]= -0.060992513; T[1]= 0.023710478; T[2]= -0.011126952; x= -0.028924152; y=  -0.557505548; z=  0.079710558; w= 0.825831234
timeStamp= 1305031231.625704050; T[0]= -0.059503466; T[1]= 0.023635967; T[2]= -0.007944011; x= -0.029473413; y=  -0.541974425; z=  0.077594072; w= 0.836285949
timeStamp= 1305031231.665045023; T[0]= -0.055608951; T[1]= 0.024548404; T[2]= -0.007265918; x= -0.029109241; y=  -0.526348948; z=  0.075600818; w= 0.846400559
timeStamp= 1305031231.693701982; T[0]= -0.055182837; T[1]= 0.024768356; T[2]= -0.008363939; x= -0.029298894; y=  -0.509191036; z=  0.072262771; w= 0.857113838
timeStamp= 1305031231.725886106; T[0]= -0.052917115; T[1]= 0.026721645; T[2]= -0.004125047; x= -0.028574681; y=  -0.492213875; z=  0.068321869; w= 0.867318332
timeStamp= 1305031231.765477896; T[0]= -0.053676218; T[1]= 0.028085101; T[2]= -0.007097393; x= -0.028335214; y=  -0.468509495; z=  0.062314171; w= 0.880802453
timeStamp= 1305031231.793723106; T[0]= -0.049788497; T[1]= 0.027402069; T[2]= -0.004321706; x= -0.029037608; y=  -0.446297050; z=  0.056301918; w= 0.892639816
timeStamp= 1305031231.825685978; T[0]= -0.047884434; T[1]= 0.028549243; T[2]= 0.001631353; x= -0.028468965; y=  -0.423881114; z=  0.050482549; w= 0.903861642
timeStamp= 1305031231.864939928; T[0]= -0.045684911; T[1]= 0.030454554; T[2]= 0.004233373; x= -0.025416600; y=  -0.396510154; z=  0.043262545; w= 0.916658103
timeStamp= 1305031231.893727064; T[0]= -0.044183739; T[1]= 0.030058464; T[2]= 0.001467824; x= -0.024609260; y=  -0.368830800; z=  0.037001874; w= 0.928433716
timeStamp= 1305031231.925705910; T[0]= -0.043251522; T[1]= 0.029591564; T[2]= 0.003757179; x= -0.024235085; y=  -0.344850749; z=  0.032197025; w= 0.937792122
timeStamp= 1305031231.965009928; T[0]= -0.040329166; T[1]= 0.029658919; T[2]= 0.001514194; x= -0.022897584; y=  -0.320878357; z=  0.028506933; w= 0.946414351
timeStamp= 1305031231.993726015; T[0]= -0.044822950; T[1]= 0.028315511; T[2]= -0.007263937; x= -0.023329752; y=  -0.296530306; z=  0.025459509; w= 0.954398930
timeStamp= 1305031232.025789976; T[0]= -0.035981424; T[1]= 0.026823286; T[2]= -0.003653423; x= -0.023312284; y=  -0.280004084; z=  0.023506880; w= 0.959427774
timeStamp= 1305031232.065121889; T[0]= -0.034127999; T[1]= 0.030498713; T[2]= -0.003207508; x= -0.020571994; y=  -0.257558495; z=  0.020596964; w= 0.965824068
timeStamp= 1305031232.093724966; T[0]= -0.036869306; T[1]= 0.031563379; T[2]= -0.004988149; x= -0.019776907; y=  -0.235129014; z=  0.018373890; w= 0.971589208
timeStamp= 1305031232.125662088; T[0]= -0.034973044; T[1]= 0.030622764; T[2]= -0.003679800; x= -0.018738074; y=  -0.217133269; z=  0.015709456; w= 0.975835681
timeStamp= 1305031232.165031910; T[0]= -0.034397863; T[1]= 0.032426998; T[2]= -0.006825134; x= -0.016107613; y=  -0.198876664; z=  0.013207794; w= 0.979803145
timeStamp= 1305031232.193716049; T[0]= -0.028983297; T[1]= 0.034334965; T[2]= -0.008683892; x= -0.014748263; y=  -0.182020798; z=  0.010969139; w= 0.983122885
timeStamp= 1305031232.225682974; T[0]= -0.027654937; T[1]= 0.036422759; T[2]= -0.006626854; x= -0.013532273; y=  -0.162737966; z=  0.007529146; w= 0.986547768
timeStamp= 1305031232.262691021; T[0]= -0.025190629; T[1]= 0.037705977; T[2]= -0.008128379; x= -0.011458621; y=  -0.144665867; z=  0.004116257; w= 0.989405632
timeStamp= 1305031232.293854952; T[0]= -0.026060227; T[1]= 0.041405085; T[2]= -0.011229385; x= -0.010272530; y=  -0.123136163; z=  0.000644380; w= 0.992336392
timeStamp= 1305031232.325618982; T[0]= -0.033053190; T[1]= 0.042810008; T[2]= -0.012441430; x= -0.008478860; y=  -0.102385819; z=  -0.004284163; w= 0.994699419
timeStamp= 1305031232.364737988; T[0]= -0.030175958; T[1]= 0.044561908; T[2]= -0.014924062; x= -0.007302117; y=  -0.087829307; z=  -0.006547477; w= 0.996087253
timeStamp= 1305031232.393713951; T[0]= -0.026769157; T[1]= 0.049349662; T[2]= -0.014792712; x= -0.005719374; y=  -0.075915024; z=  -0.008207243; w= 0.997064114
timeStamp= 1305031232.425720930; T[0]= -0.021635968; T[1]= 0.047970556; T[2]= -0.013442274; x= -0.006500290; y=  -0.067470044; z=  -0.010163813; w= 0.997648358
timeStamp= 1305031232.464703083; T[0]= -0.030544087; T[1]= 0.048996083; T[2]= -0.016698427; x= -0.005707337; y=  -0.055002145; z=  -0.012710119; w= 0.998389006
timeStamp= 1305031232.493649960; T[0]= -0.024844153; T[1]= 0.047271822; T[2]= -0.017433006; x= -0.006446285; y=  -0.046902820; z=  -0.015288928; w= 0.998761654
timeStamp= 1305031232.525780916; T[0]= -0.024250429; T[1]= 0.044811226; T[2]= -0.020872371; x= -0.007580820; y=  -0.034062754; z=  -0.018750947; w= 0.999215066
timeStamp= 1305031232.564713955; T[0]= -0.028170859; T[1]= 0.049629655; T[2]= -0.019552208; x= -0.005094181; y=  -0.019868799; z=  -0.020851737; w= 0.999572158
timeStamp= 1305031232.593722105; T[0]= -0.027113583; T[1]= 0.047600210; T[2]= -0.024184410; x= -0.005728936; y=  -0.006421388; z=  -0.024114285; w= 0.999672174
timeStamp= 1305031232.625782967; T[0]= -0.028456237; T[1]= 0.045237411; T[2]= -0.028355114; x= -0.007428565; y=  0.010924400; z=  -0.028441699; w= 0.999508142
timeStamp= 1305031232.664695024; T[0]= -0.026305333; T[1]= 0.047363397; T[2]= -0.023514830; x= -0.006251125; y=  0.025643537; z=  -0.031485364; w= 0.999155700
timeStamp= 1305031232.693701029; T[0]= -0.029579464; T[1]= 0.045352962; T[2]= -0.027784724; x= -0.005055314; y=  0.040949114; z=  -0.036627647; w= 0.998476923
timeStamp= 1305031232.725876093; T[0]= -0.029525846; T[1]= 0.042351939; T[2]= -0.035157166; x= -0.006371518; y=  0.056939676; z=  -0.041061409; w= 0.997512519
timeStamp= 1305031232.761718988; T[0]= -0.029902842; T[1]= 0.042665388; T[2]= -0.032308340; x= -0.006999885; y=  0.076362893; z=  -0.046146229; w= 0.995987058
timeStamp= 1305031232.793672085; T[0]= -0.028790949; T[1]= 0.042641375; T[2]= -0.030619757; x= -0.004554358; y=  0.093382545; z=  -0.052150581; w= 0.994253159
timeStamp= 1305031232.825767040; T[0]= -0.023189109; T[1]= 0.042177416; T[2]= -0.036687583; x= -0.003745486; y=  0.106460355; z=  -0.054045763; w= 0.992839992
timeStamp= 1305031232.861665964; T[0]= -0.022535762; T[1]= 0.044339653; T[2]= -0.035716768; x= -0.002866705; y=  0.120138757; z=  -0.055522375; w= 0.991199136
timeStamp= 1305031232.893682957; T[0]= -0.016246911; T[1]= 0.048326269; T[2]= -0.038160961; x= 0.000293668; y=  0.126009807; z=  -0.053291146; w= 0.990596533
timeStamp= 1305031232.925755978; T[0]= -0.018583655; T[1]= 0.041916404; T[2]= -0.049912870; x= -0.000372273; y=  0.128099963; z=  -0.050807793; w= 0.990458906
timeStamp= 1305031232.961662054; T[0]= -0.012408494; T[1]= 0.044787571; T[2]= -0.048978910; x= 0.001739749; y=  0.126748860; z=  -0.047987644; w= 0.990771890
timeStamp= 1305031232.993640900; T[0]= -0.005520537; T[1]= 0.036208786; T[2]= -0.061067931; x= -0.002209693; y=  0.121529147; z=  -0.043475527; w= 0.991632879
timeStamp= 1305031233.025746107; T[0]= -0.004241041; T[1]= 0.047284439; T[2]= -0.048858903; x= 0.001922844; y=  0.106920123; z=  -0.036732998; w= 0.993587017
timeStamp= 1305031233.061697006; T[0]= -0.017180920; T[1]= 0.047046073; T[2]= -0.051220499; x= 0.004000681; y=  0.091836475; z=  -0.028257137; w= 0.995365083
timeStamp= 1305031233.093700886; T[0]= -0.048227590; T[1]= 0.042230990; T[2]= -0.060118951; x= 0.004069386; y=  0.068632573; z=  -0.019971143; w= 0.997433841
timeStamp= 1305031233.125845909; T[0]= -0.030063407; T[1]= 0.060085516; T[2]= -0.059398953; x= 0.009224026; y=  0.035461079; z=  -0.003769107; w= 0.999321401
timeStamp= 1305031233.161744118; T[0]= -0.004114504; T[1]= 0.037919480; T[2]= -0.066821910; x= -0.003512020; y=  0.014918320; z=  -0.001313487; w= 0.999881685
timeStamp= 1305031233.193761110; T[0]= -0.003658984; T[1]= 0.036539916; T[2]= -0.066775903; x= -0.010944139; y=  0.007870203; z=  -0.001191022; w= 0.999908447
timeStamp= 1305031233.225763083; T[0]= -0.019187555; T[1]= 0.058618307; T[2]= -0.054554500; x= -0.007121414; y=  0.004205317; z=  0.006328336; w= 0.999945760
timeStamp= 1305031233.261687040; T[0]= -0.011418764; T[1]= 0.061781175; T[2]= -0.053428780; x= -0.004330381; y=  -0.025580371; z=  0.013586179; w= 0.999571085
timeStamp= 1305031233.293802023; T[0]= -0.011401099; T[1]= 0.064911075; T[2]= -0.051047683; x= -0.006302013; y=  -0.063740984; z=  0.022553295; w= 0.997691691
timeStamp= 1305031233.325798035; T[0]= -0.028807433; T[1]= 0.069973499; T[2]= -0.041268628; x= -0.006347172; y=  -0.116129041; z=  0.034925189; w= 0.992599666
timeStamp= 1305031233.361799955; T[0]= -0.023168951; T[1]= 0.078385092; T[2]= -0.044313524; x= -0.003803846; y=  -0.162623972; z=  0.047963466; w= 0.985514343
timeStamp= 1305031233.393685102; T[0]= -0.021298641; T[1]= 0.080525167; T[2]= -0.038532667; x= -0.005901582; y=  -0.207626492; z=  0.054849919; w= 0.976651430
timeStamp= 1305031233.425708055; T[0]= -0.039133865; T[1]= 0.082929872; T[2]= -0.039744746; x= -0.004798367; y=  -0.240932018; z=  0.060449492; w= 0.968645811
timeStamp= 1305031233.461836100; T[0]= -0.037892245; T[1]= 0.078870945; T[2]= -0.045882165; x= -0.005889427; y=  -0.265986353; z=  0.063935369; w= 0.961836219
timeStamp= 1305031233.493691921; T[0]= -0.040049143; T[1]= 0.080375448; T[2]= -0.043968372; x= -0.004093659; y=  -0.278969020; z=  0.062512547; w= 0.958254576
timeStamp= 1305031233.525707960; T[0]= -0.044489566; T[1]= 0.077675678; T[2]= -0.045191541; x= -0.003413887; y=  -0.292216480; z=  0.061261192; w= 0.954382002
timeStamp= 1305031233.561784983; T[0]= -0.049019486; T[1]= 0.079106458; T[2]= -0.045536987; x= -0.002527115; y=  -0.309257984; z=  0.062959179; w= 0.948888481
timeStamp= 1305031233.593760014; T[0]= -0.052111000; T[1]= 0.081319571; T[2]= -0.036738273; x= -0.000348362; y=  -0.336644262; z=  0.066444978; w= 0.939284682
timeStamp= 1305031233.625706911; T[0]= -0.056478612; T[1]= 0.082427353; T[2]= -0.041798569; x= 0.001422903; y=  -0.360302538; z=  0.070211843; w= 0.930188417
timeStamp= 1305031233.661700010; T[0]= -0.053675063; T[1]= 0.088187039; T[2]= -0.037860174; x= 0.003885034; y=  -0.383618861; z=  0.073299348; w= 0.920569837
timeStamp= 1305031233.693778992; T[0]= -0.048880268; T[1]= 0.088561773; T[2]= -0.029932478; x= 0.004431309; y=  -0.402189493; z=  0.073931873; w= 0.912555873
timeStamp= 1305031233.725574970; T[0]= -0.041073624; T[1]= 0.095135957; T[2]= -0.017204255; x= 0.008529264; y=  -0.412268192; z=  0.071843639; w= 0.908185482
timeStamp= 1305031233.761642933; T[0]= -0.040861879; T[1]= 0.101403430; T[2]= -0.013664654; x= 0.010523595; y=  -0.409054548; z=  0.069139719; w= 0.909826040
timeStamp= 1305031233.793746948; T[0]= -0.039615039; T[1]= 0.100806698; T[2]= -0.012409623; x= 0.008485265; y=  -0.402342081; z=  0.065154642; w= 0.913128614
timeStamp= 1305031233.825686932; T[0]= -0.043568604; T[1]= 0.095690079; T[2]= -0.012714365; x= 0.006261959; y=  -0.396713853; z=  0.063165210; w= 0.915745139
timeStamp= 1305031233.861613035; T[0]= -0.041554287; T[1]= 0.094296172; T[2]= -0.017358461; x= 0.007253224; y=  -0.395278692; z=  0.063312262; w= 0.916348100
timeStamp= 1305031233.893718004; T[0]= -0.041006684; T[1]= 0.093040243; T[2]= -0.015346019; x= 0.007354680; y=  -0.398100078; z=  0.064144462; w= 0.915067136
timeStamp= 1305031233.925841093; T[0]= -0.040707309; T[1]= 0.092076629; T[2]= -0.009059839; x= 0.008927765; y=  -0.400777131; z=  0.067256674; w= 0.913660049
timeStamp= 1305031233.961747885; T[0]= -0.037510060; T[1]= 0.094656073; T[2]= -0.011714114; x= 0.013685457; y=  -0.398481011; z=  0.070066519; w= 0.914394021
timeStamp= 1305031233.993721962; T[0]= -0.032812029; T[1]= 0.087891638; T[2]= -0.003265941; x= 0.017662060; y=  -0.398495585; z=  0.071969248; w= 0.914171696
timeStamp= 1305031234.025785923; T[0]= -0.033898015; T[1]= 0.095427036; T[2]= -0.006495350; x= 0.029675672; y=  -0.392077625; z=  0.075417526; w= 0.916355193
timeStamp= 1305031234.061675072; T[0]= -0.031917714; T[1]= 0.093628846; T[2]= -0.001721368; x= 0.036064688; y=  -0.387697220; z=  0.078664325; w= 0.917715788
timeStamp= 1305031234.093790054; T[0]= -0.030715477; T[1]= 0.091946602; T[2]= -0.004685492; x= 0.044744257; y=  -0.380864084; z=  0.081441723; w= 0.919949949
timeStamp= 1305031234.129606009; T[0]= -0.030000394; T[1]= 0.091190681; T[2]= -0.003692172; x= 0.055567510; y=  -0.376665086; z=  0.084395304; w= 0.920822084
timeStamp= 1305031234.161729097; T[0]= -0.031944331; T[1]= 0.097906552; T[2]= -0.007024060; x= 0.068180546; y=  -0.370515168; z=  0.086994484; w= 0.922226667
timeStamp= 1305031234.193710089; T[0]= -0.027465664; T[1]= 0.087148942; T[2]= -0.005601509; x= 0.072142988; y=  -0.368762046; z=  0.090443224; w= 0.922296107
timeStamp= 1305031234.229746103; T[0]= -0.031164352; T[1]= 0.095174789; T[2]= -0.003606756; x= 0.088247262; y=  -0.365241498; z=  0.095861480; w= 0.921749294
timeStamp= 1305031234.261751890; T[0]= -0.032127272; T[1]= 0.098179311; T[2]= -0.003749885; x= 0.097812086; y=  -0.361941904; z=  0.098014042; w= 0.921859145
timeStamp= 1305031234.293697119; T[0]= -0.029101193; T[1]= 0.093017355; T[2]= -0.002945922; x= 0.103122726; y=  -0.360108048; z=  0.102063864; w= 0.921558976
timeStamp= 1305031234.329653978; T[0]= -0.029373791; T[1]= 0.092509605; T[2]= -0.002256047; x= 0.114537746; y=  -0.358218700; z=  0.105939060; w= 0.920509398
timeStamp= 1305031234.361612082; T[0]= -0.029734232; T[1]= 0.097089335; T[2]= -0.003501209; x= 0.126505703; y=  -0.356070429; z=  0.108410247; w= 0.919487655
timeStamp= 1305031234.393723011; T[0]= -0.029217886; T[1]= 0.094458066; T[2]= -0.002087845; x= 0.134688690; y=  -0.354802579; z=  0.112356015; w= 0.918341100
timeStamp= 1305031234.429702997; T[0]= -0.026899392; T[1]= 0.086065486; T[2]= -0.000105279; x= 0.144330531; y=  -0.353520095; z=  0.115090139; w= 0.917031467
timeStamp= 1305031234.461689949; T[0]= -0.026636470; T[1]= 0.093009576; T[2]= -0.000999981; x= 0.162245914; y=  -0.349030644; z=  0.120452970; w= 0.915065587
timeStamp= 1305031234.493830919; T[0]= -0.024717681; T[1]= 0.089470640; T[2]= -0.001217709; x= 0.172775149; y=  -0.346089572; z=  0.124611750; w= 0.913697362
timeStamp= 1305031234.529644966; T[0]= -0.022541892; T[1]= 0.078501485; T[2]= -0.004018045; x= 0.185679734; y=  -0.342555225; z=  0.130772844; w= 0.911634564
timeStamp= 1305031234.561675072; T[0]= -0.023081232; T[1]= 0.087251224; T[2]= -0.007944047; x= 0.206249431; y=  -0.340023905; z=  0.137074932; w= 0.907224119
timeStamp= 1305031234.593780041; T[0]= -0.021261964; T[1]= 0.082718924; T[2]= -0.008680243; x= 0.220450804; y=  -0.338956028; z=  0.141409457; w= 0.903611541
timeStamp= 1305031234.630012989; T[0]= -0.018822938; T[1]= 0.083169490; T[2]= -0.008794921; x= 0.238270938; y=  -0.336217403; z=  0.147624925; w= 0.899106205
timeStamp= 1305031234.661617994; T[0]= -0.017545741; T[1]= 0.084824391; T[2]= -0.009803325; x= 0.254369408; y=  -0.333218485; z=  0.151861742; w= 0.895097673
timeStamp= 1305031234.693749905; T[0]= -0.017737422; T[1]= 0.085074879; T[2]= -0.011076548; x= 0.271972209; y=  -0.328478605; z=  0.155557260; w= 0.891030312
