timeStamp= 1305031790.645155; T[0]= 0.000000000; T[1]= 0.000000000; T[2]= 0.000000000; x= 0.000000000; y=  0.000000000; z=  0.000000000; w= 1.000000000
timeStamp= 1305031791.645073891; T[0]= 0.026682459; T[1]= -0.084690325; T[2]= -0.124997273; x= 0.322659016; y=  0.284938961; z=  0.135125369; w= 0.892436028
timeStamp= 1305031791.681061983; T[0]= 0.014099550; T[1]= -0.078026369; T[2]= -0.124662861; x= 0.345031649; y=  0.293155521; z=  0.132968992; w= 0.881664455
timeStamp= 1305031791.713242054; T[0]= 0.007381327; T[1]= -0.082298532; T[2]= -0.132489800; x= 0.365396321; y=  0.302093625; z=  0.130729049; w= 0.870709419
timeStamp= 1305031791.745147943; T[0]= -0.004905146; T[1]= -0.088145234; T[2]= -0.142498791; x= 0.382128596; y=  0.312035620; z=  0.129030511; w= 0.860210836
timeStamp= 1305031791.781286001; T[0]= -0.007368142; T[1]= -0.088820048; T[2]= -0.149667755; x= 0.400655985; y=  0.321123004; z=  0.124722689; w= 0.848998845
timeStamp= 1305031791.813246965; T[0]= -0.017003223; T[1]= -0.092756897; T[2]= -0.156616449; x= 0.417962104; y=  0.332330316; z=  0.120808259; w= 0.836821139
timeStamp= 1305031791.845123053; T[0]= -0.033515148; T[1]= -0.090864673; T[2]= -0.157090202; x= 0.437387288; y=  0.345146328; z=  0.118703216; w= 0.821873426
timeStamp= 1305031791.881072044; T[0]= -0.051776513; T[1]= -0.101619378; T[2]= -0.171950772; x= 0.449382305; y=  0.355394542; z=  0.119531676; w= 0.810840607
timeStamp= 1305031791.913192987; T[0]= -0.057639923; T[1]= -0.102660753; T[2]= -0.188351989; x= 0.461838543; y=  0.360697061; z=  0.117675126; w= 0.801720262
timeStamp= 1305031791.948997974; T[0]= -0.076182917; T[1]= -0.112217203; T[2]= -0.200659424; x= 0.473945528; y=  0.366843790; z=  0.116947718; w= 0.791911900
timeStamp= 1305031791.981259108; T[0]= -0.081161864; T[1]= -0.113026150; T[2]= -0.208833307; x= 0.486190885; y=  0.372802675; z=  0.112491548; w= 0.782292902
timeStamp= 1305031792.013212919; T[0]= -0.084557593; T[1]= -0.110661358; T[2]= -0.210677788; x= 0.501078069; y=  0.378110588; z=  0.107081741; w= 0.771029592
timeStamp= 1305031792.050220966; T[0]= -0.102059133; T[1]= -0.123151504; T[2]= -0.225201637; x= 0.508816183; y=  0.383779526; z=  0.103504620; w= 0.763613880
timeStamp= 1305031792.081058025; T[0]= -0.106418014; T[1]= -0.128413394; T[2]= -0.235864773; x= 0.513605416; y=  0.388028949; z=  0.098970078; w= 0.758846462
timeStamp= 1305031792.113126993; T[0]= -0.107923239; T[1]= -0.125727341; T[2]= -0.225739539; x= 0.524135053; y=  0.391023606; z=  0.096920073; w= 0.750326276
timeStamp= 1305031792.149108887; T[0]= -0.110337570; T[1]= -0.124602601; T[2]= -0.233565167; x= 0.529464722; y=  0.392343342; z=  0.093855128; w= 0.746274114
timeStamp= 1305031792.181098938; T[0]= -0.106351860; T[1]= -0.123531379; T[2]= -0.240088075; x= 0.533622622; y=  0.394377083; z=  0.087955877; w= 0.742951810
timeStamp= 1305031792.213165998; T[0]= -0.114887498; T[1]= -0.128613845; T[2]= -0.249832094; x= 0.536721110; y=  0.398037165; z=  0.084947594; w= 0.739108086
timeStamp= 1305031792.249088049; T[0]= -0.115020111; T[1]= -0.125867665; T[2]= -0.255093902; x= 0.540307224; y=  0.398687035; z=  0.081698664; w= 0.736506701
timeStamp= 1305031792.281069040; T[0]= -0.120061323; T[1]= -0.126015648; T[2]= -0.254868418; x= 0.540570199; y=  0.400029272; z=  0.080431752; w= 0.735724986
timeStamp= 1305031792.313072920; T[0]= -0.123587340; T[1]= -0.122064203; T[2]= -0.265494049; x= 0.539309621; y=  0.398544848; z=  0.079602927; w= 0.737543583
timeStamp= 1305031792.349198103; T[0]= -0.114567429; T[1]= -0.106354333; T[2]= -0.256318212; x= 0.537097335; y=  0.396445036; z=  0.077559158; w= 0.740501404
timeStamp= 1305031792.381062031; T[0]= -0.112210706; T[1]= -0.106497437; T[2]= -0.255178690; x= 0.529311359; y=  0.396812409; z=  0.082425877; w= 0.745369256
timeStamp= 1305031792.413074017; T[0]= -0.111601777; T[1]= -0.107183114; T[2]= -0.259273291; x= 0.520176172; y=  0.395287395; z=  0.090732932; w= 0.751619697
timeStamp= 1305031792.449167967; T[0]= -0.111224368; T[1]= -0.110413536; T[2]= -0.260581613; x= 0.509859920; y=  0.393406779; z=  0.098735884; w= 0.758633792
timeStamp= 1305031792.481097937; T[0]= -0.104678161; T[1]= -0.108412772; T[2]= -0.260760993; x= 0.498733282; y=  0.390980214; z=  0.106402986; w= 0.766210139
timeStamp= 1305031792.513051987; T[0]= -0.105495736; T[1]= -0.113607883; T[2]= -0.266913414; x= 0.484229654; y=  0.388112456; z=  0.117715016; w= 0.775263548
timeStamp= 1305031792.549156904; T[0]= -0.096983589; T[1]= -0.106084540; T[2]= -0.255657077; x= 0.471386284; y=  0.385713786; z=  0.126497418; w= 0.782954812
timeStamp= 1305031792.581135988; T[0]= -0.086633720; T[1]= -0.100603163; T[2]= -0.256230533; x= 0.455543369; y=  0.383727491; z=  0.134863228; w= 0.791861951
timeStamp= 1305031792.613101959; T[0]= -0.072967559; T[1]= -0.090794161; T[2]= -0.255644083; x= 0.440030813; y=  0.382156789; z=  0.142647833; w= 0.799987912
timeStamp= 1305031792.649254084; T[0]= -0.070530117; T[1]= -0.088895932; T[2]= -0.245939925; x= 0.423386544; y=  0.384743154; z=  0.150610685; w= 0.806246221
timeStamp= 1305031792.681062937; T[0]= -0.066913255; T[1]= -0.084186323; T[2]= -0.242772490; x= 0.407970965; y=  0.385598570; z=  0.158390880; w= 0.812271953
timeStamp= 1305031792.713115931; T[0]= -0.058997612; T[1]= -0.074647777; T[2]= -0.237890393; x= 0.392764658; y=  0.383991122; z=  0.167028621; w= 0.818772376
timeStamp= 1305031792.749097109; T[0]= -0.047586158; T[1]= -0.067036577; T[2]= -0.237701789; x= 0.377041757; y=  0.380870789; z=  0.173034549; w= 0.826338887
timeStamp= 1305031792.781105995; T[0]= -0.044360194; T[1]= -0.058586229; T[2]= -0.225314885; x= 0.362932831; y=  0.380231142; z=  0.179585308; w= 0.831536651
timeStamp= 1305031792.813143969; T[0]= -0.033034820; T[1]= -0.046759814; T[2]= -0.220530272; x= 0.348199934; y=  0.377626091; z=  0.188327834; w= 0.837071061
timeStamp= 1305031792.849021912; T[0]= -0.028650930; T[1]= -0.041412815; T[2]= -0.211336479; x= 0.334071428; y=  0.378035247; z=  0.194904268; w= 0.841129005
timeStamp= 1305031792.881063938; T[0]= -0.020263316; T[1]= -0.032047547; T[2]= -0.204955146; x= 0.319711596; y=  0.377608001; z=  0.202820420; w= 0.845021129
timeStamp= 1305031792.913316011; T[0]= -0.012818299; T[1]= -0.027317019; T[2]= -0.204411745; x= 0.305246413; y=  0.375051200; z=  0.212859303; w= 0.849030137
timeStamp= 1305031792.949047089; T[0]= -0.005822675; T[1]= -0.025113273; T[2]= -0.201196238; x= 0.291470498; y=  0.370812327; z=  0.224511936; w= 0.852723598
timeStamp= 1305031792.981138945; T[0]= -0.000231654; T[1]= -0.021168599; T[2]= -0.197546810; x= 0.277512729; y=  0.365421593; z=  0.237831041; w= 0.856090009
timeStamp= 1305031793.013058901; T[0]= 0.006341526; T[1]= -0.008495903; T[2]= -0.184221968; x= 0.265495062; y=  0.360903025; z=  0.249639839; w= 0.858452857
timeStamp= 1305031793.049114943; T[0]= 0.010482786; T[1]= 0.001042143; T[2]= -0.173204005; x= 0.256203443; y=  0.358806700; z=  0.259601891; w= 0.859199882
timeStamp= 1305031793.081171989; T[0]= 0.011617063; T[1]= 0.001270655; T[2]= -0.162617594; x= 0.244446009; y=  0.360284686; z=  0.269355595; w= 0.859004498
timeStamp= 1305031793.113126040; T[0]= 0.014246812; T[1]= 0.010010766; T[2]= -0.150062248; x= 0.235363930; y=  0.363944411; z=  0.279012799; w= 0.856913149
timeStamp= 1305031793.149097919; T[0]= 0.022195740; T[1]= 0.018282073; T[2]= -0.148719430; x= 0.226270810; y=  0.366562575; z=  0.286536306; w= 0.855763018
timeStamp= 1305031793.181113005; T[0]= 0.032123782; T[1]= 0.023122491; T[2]= -0.148044780; x= 0.215492159; y=  0.369683117; z=  0.293227285; w= 0.854935825
timeStamp= 1305031793.213202953; T[0]= 0.036415245; T[1]= 0.025863856; T[2]= -0.143456861; x= 0.204413727; y=  0.374448299; z=  0.300956666; w= 0.852894247
timeStamp= 1305031793.249128103; T[0]= 0.042708471; T[1]= 0.034869462; T[2]= -0.138086945; x= 0.194161877; y=  0.378320485; z=  0.308057606; w= 0.851043701
timeStamp= 1305031793.281300068; T[0]= 0.046614990; T[1]= 0.044598863; T[2]= -0.130827069; x= 0.184390619; y=  0.382427037; z=  0.314033598; w= 0.849195242
timeStamp= 1305031793.313158989; T[0]= 0.048768640; T[1]= 0.045975544; T[2]= -0.124191597; x= 0.173941195; y=  0.386054754; z=  0.322939008; w= 0.846413910
timeStamp= 1305031793.349109888; T[0]= 0.054235861; T[1]= 0.053572487; T[2]= -0.117569506; x= 0.164910585; y=  0.387565970; z=  0.331800431; w= 0.844100475
timeStamp= 1305031793.381139040; T[0]= 0.058400601; T[1]= 0.056599155; T[2]= -0.113064662; x= 0.154974490; y=  0.388218462; z=  0.340096533; w= 0.842379749
timeStamp= 1305031793.413789988; T[0]= 0.064478934; T[1]= 0.062583663; T[2]= -0.105745047; x= 0.145822108; y=  0.388927132; z=  0.348579526; w= 0.840216577
timeStamp= 1305031793.449091911; T[0]= 0.066290863; T[1]= 0.072241984; T[2]= -0.095359042; x= 0.137363926; y=  0.391281694; z=  0.356700897; w= 0.837134540
timeStamp= 1305031793.481359005; T[0]= 0.068437085; T[1]= 0.074501276; T[2]= -0.085726418; x= 0.127354011; y=  0.393503964; z=  0.367472529; w= 0.833006263
timeStamp= 1305031793.513246059; T[0]= 0.072631672; T[1]= 0.077419646; T[2]= -0.076752298; x= 0.118524112; y=  0.394530296; z=  0.377711147; w= 0.829235852
timeStamp= 1305031793.549071074; T[0]= 0.074889123; T[1]= 0.082239293; T[2]= -0.066933222; x= 0.109184660; y=  0.395181775; z=  0.387148440; w= 0.825848758
timeStamp= 1305031793.581156969; T[0]= 0.076681867; T[1]= 0.084506109; T[2]= -0.051941480; x= 0.099936552; y=  0.396519274; z=  0.399908632; w= 0.820279360
timeStamp= 1305031793.613152981; T[0]= 0.081093788; T[1]= 0.085974015; T[2]= -0.042621709; x= 0.090926722; y=  0.395526290; z=  0.413501710; w= 0.815050662
timeStamp= 1305031793.649429083; T[0]= 0.086768329; T[1]= 0.088123232; T[2]= -0.034180291; x= 0.080649018; y=  0.393653095; z=  0.425216079; w= 0.811001956
timeStamp= 1305031793.681107044; T[0]= 0.089139596; T[1]= 0.090129979; T[2]= -0.023973193; x= 0.070409194; y=  0.392558038; z=  0.437123597; w= 0.806141198
timeStamp= 1305031793.713169098; T[0]= 0.093051732; T[1]= 0.089185283; T[2]= -0.012949783; x= 0.060562775; y=  0.390802443; z=  0.449724257; w= 0.800845623
timeStamp= 1305031793.749039888; T[0]= 0.096695021; T[1]= 0.095194682; T[2]= -0.003400642; x= 0.052287579; y=  0.387592137; z=  0.461402833; w= 0.796332657
timeStamp= 1305031793.781105995; T[0]= 0.102386378; T[1]= 0.096869290; T[2]= 0.003439311; x= 0.041324701; y=  0.384500593; z=  0.471797079; w= 0.792375565
timeStamp= 1305031793.813184977; T[0]= 0.108631000; T[1]= 0.094780453; T[2]= 0.011003572; x= 0.030773431; y=  0.382402658; z=  0.482121706; w= 0.787641943
timeStamp= 1305031793.849143028; T[0]= 0.115705825; T[1]= 0.095945187; T[2]= 0.015580302; x= 0.022955824; y=  0.380359590; z=  0.491836190; w= 0.782877207
timeStamp= 1305031793.881129980; T[0]= 0.122137442; T[1]= 0.095309302; T[2]= 0.019841239; x= 0.015452211; y=  0.379584849; z=  0.501529574; w= 0.777267396
timeStamp= 1305031793.913043022; T[0]= 0.120812751; T[1]= 0.093858704; T[2]= 0.029050488; x= 0.009566255; y=  0.380466014; z=  0.509486318; w= 0.771736801
timeStamp= 1305031793.949037075; T[0]= 0.127012163; T[1]= 0.094357766; T[2]= 0.032116450; x= 0.003205723; y=  0.377580792; z=  0.517010689; w= 0.768194258
timeStamp= 1305031793.981122017; T[0]= 0.132474735; T[1]= 0.093736187; T[2]= 0.033801943; x= -0.002082715; y=  0.375724196; z=  0.524270952; w= 0.764177322
timeStamp= 1305031794.013091087; T[0]= 0.140434712; T[1]= 0.094404161; T[2]= 0.033329837; x= -0.006340569; y=  0.374766320; z=  0.531385243; w= 0.759697080
timeStamp= 1305031794.049084902; T[0]= 0.142045721; T[1]= 0.090636186; T[2]= 0.036363475; x= -0.009220631; y=  0.377099514; z=  0.535172999; w= 0.755844414
timeStamp= 1305031794.081104040; T[0]= 0.149759710; T[1]= 0.091038980; T[2]= 0.034578267; x= -0.010556247; y=  0.375972480; z=  0.540629089; w= 0.752498090
timeStamp= 1305031794.113116980; T[0]= 0.151550904; T[1]= 0.089511491; T[2]= 0.033958204; x= -0.010105051; y=  0.376668096; z=  0.544240355; w= 0.749547482
timeStamp= 1305031794.149250031; T[0]= 0.165831432; T[1]= 0.085587777; T[2]= 0.027713977; x= -0.010959602; y=  0.376032263; z=  0.548095226; w= 0.747041643
timeStamp= 1305031794.181113958; T[0]= 0.173948616; T[1]= 0.082912244; T[2]= 0.021977771; x= -0.008980010; y=  0.378717273; z=  0.549246311; w= 0.744863093
timeStamp= 1305031794.213850021; T[0]= 0.184882089; T[1]= 0.082530290; T[2]= 0.012388032; x= -0.005428821; y=  0.381594419; z=  0.549010575; w= 0.743601739
timeStamp= 1305031794.249048948; T[0]= 0.196518630; T[1]= 0.079132989; T[2]= -0.000171220; x= 0.000281898; y=  0.386434585; z=  0.547677457; w= 0.742103517
timeStamp= 1305031794.281224012; T[0]= 0.196625143; T[1]= 0.076278552; T[2]= -0.006336115; x= 0.009216448; y=  0.395238340; z=  0.542196512; w= 0.741434157
timeStamp= 1305031794.313688993; T[0]= 0.200589418; T[1]= 0.073416278; T[2]= -0.016398787; x= 0.017830839; y=  0.402934223; z=  0.536444843; w= 0.741318345
timeStamp= 1305031794.349119902; T[0]= 0.203318506; T[1]= 0.058567908; T[2]= -0.024947044; x= 0.026232079; y=  0.413232923; z=  0.529613137; w= 0.740310907
timeStamp= 1305031794.381128073; T[0]= 0.199972063; T[1]= 0.054737326; T[2]= -0.034156576; x= 0.039229345; y=  0.423304290; z=  0.519284844; w= 0.741362035
timeStamp= 1305031794.414140940; T[0]= 0.185180724; T[1]= 0.050726924; T[2]= -0.039235156; x= 0.049333639; y=  0.433501869; z=  0.508517802; w= 0.742328763
timeStamp= 1305031794.448977947; T[0]= 0.183117911; T[1]= 0.041279286; T[2]= -0.043224353; x= 0.057538059; y=  0.441707969; z=  0.499739408; w= 0.742861927
timeStamp= 1305031794.481048107; T[0]= 0.186724931; T[1]= 0.033690240; T[2]= -0.058465287; x= 0.070071451; y=  0.447081357; z=  0.494813651; w= 0.741867661
timeStamp= 1305031794.513622999; T[0]= 0.178217664; T[1]= 0.033502713; T[2]= -0.064452089; x= 0.084752478; y=  0.454582453; z=  0.488184214; w= 0.740167439
timeStamp= 1305031794.549055099; T[0]= 0.177391678; T[1]= 0.037051603; T[2]= -0.078512378; x= 0.097159319; y=  0.459996670; z=  0.482403129; w= 0.739087462
timeStamp= 1305031794.581098080; T[0]= 0.178530321; T[1]= 0.033757593; T[2]= -0.095044896; x= 0.107793711; y=  0.468494356; z=  0.477078706; w= 0.735723674
timeStamp= 1305031794.613605022; T[0]= 0.174500108; T[1]= 0.036754716; T[2]= -0.108377248; x= 0.120841160; y=  0.479987860; z=  0.469843268; w= 0.730928421
timeStamp= 1305031794.649049997; T[0]= 0.171877950; T[1]= 0.035016526; T[2]= -0.123125955; x= 0.130954608; y=  0.493573219; z=  0.461717844; w= 0.725295067
timeStamp= 1305031794.681066036; T[0]= 0.166597962; T[1]= 0.033549856; T[2]= -0.133650139; x= 0.140630797; y=  0.509937584; z=  0.452444524; w= 0.717969716
timeStamp= 1305031794.713568926; T[0]= 0.163214967; T[1]= 0.021876374; T[2]= -0.145231143; x= 0.147447079; y=  0.528366625; z=  0.444609135; w= 0.708103597
timeStamp= 1305031794.749054909; T[0]= 0.161948696; T[1]= 0.015427912; T[2]= -0.159678504; x= 0.157771707; y=  0.549640059; z=  0.435302794; w= 0.695352674
timeStamp= 1305031794.781053066; T[0]= 0.155658394; T[1]= 0.009112194; T[2]= -0.166732639; x= 0.168562531; y=  0.574211180; z=  0.422912419; w= 0.680450797
timeStamp= 1305031794.813436031; T[0]= 0.147125438; T[1]= 0.006163249; T[2]= -0.180922374; x= 0.179179743; y=  0.596544921; z=  0.409392476; w= 0.666653216
timeStamp= 1305031794.849047899; T[0]= 0.143421188; T[1]= -0.002046782; T[2]= -0.190182835; x= 0.189231038; y=  0.618300676; z=  0.396513134; w= 0.651669502
timeStamp= 1305031794.881088018; T[0]= 0.136307970; T[1]= -0.003281856; T[2]= -0.204746321; x= 0.201458395; y=  0.637384832; z=  0.382736623; w= 0.637705028
timeStamp= 1305031794.913315058; T[0]= 0.131379291; T[1]= -0.013018066; T[2]= -0.222989976; x= 0.211525053; y=  0.654340804; z=  0.369994044; w= 0.624659657
timeStamp= 1305031794.948992968; T[0]= 0.121594682; T[1]= -0.012683231; T[2]= -0.227020696; x= 0.222303078; y=  0.671194673; z=  0.354694873; w= 0.611776650
timeStamp= 1305031794.981050014; T[0]= 0.113979504; T[1]= -0.014654958; T[2]= -0.233633757; x= 0.230107263; y=  0.684599876; z=  0.343271673; w= 0.600448370
timeStamp= 1305031795.013529062; T[0]= 0.105485730; T[1]= -0.019756213; T[2]= -0.256401271; x= 0.236980259; y=  0.693778872; z=  0.335375726; w= 0.591637075
timeStamp= 1305031795.049021006; T[0]= 0.095722213; T[1]= -0.019055670; T[2]= -0.264378935; x= 0.242499068; y=  0.701219261; z=  0.329740345; w= 0.583743989
timeStamp= 1305031795.081170082; T[0]= 0.090719856; T[1]= -0.024483992; T[2]= -0.277936071; x= 0.245454684; y=  0.707695246; z=  0.327047318; w= 0.576159358
timeStamp= 1305031795.113213062; T[0]= 0.086628012; T[1]= -0.036066711; T[2]= -0.295502156; x= 0.252735198; y=  0.716516197; z=  0.320341051; w= 0.565783679
timeStamp= 1305031795.149076939; T[0]= 0.076300934; T[1]= -0.041029803; T[2]= -0.306299150; x= 0.264461905; y=  0.727278233; z=  0.308575630; w= 0.553088963
timeStamp= 1305031795.181142092; T[0]= 0.066273861; T[1]= -0.041934680; T[2]= -0.312608063; x= 0.274032235; y=  0.737034678; z=  0.299058408; w= 0.540601909
timeStamp= 1305031795.213480949; T[0]= 0.058293648; T[1]= -0.041507892; T[2]= -0.320156753; x= 0.284540534; y=  0.744740963; z=  0.291575432; w= 0.528565347
timeStamp= 1305031795.249043941; T[0]= 0.050718918; T[1]= -0.044365298; T[2]= -0.331633419; x= 0.293824315; y=  0.750235856; z=  0.284829944; w= 0.519312382
timeStamp= 1305031795.281099081; T[0]= 0.042651273; T[1]= -0.047837574; T[2]= -0.344843626; x= 0.300747365; y=  0.755698264; z=  0.278385073; w= 0.510855258
timeStamp= 1305031795.312920094; T[0]= 0.033000603; T[1]= -0.053370208; T[2]= -0.361486167; x= 0.306183368; y=  0.761559010; z=  0.272705346; w= 0.501907945
timeStamp= 1305031795.349100113; T[0]= 0.024230372; T[1]= -0.057619151; T[2]= -0.370785117; x= 0.309793055; y=  0.769468367; z=  0.265155941; w= 0.491567940
timeStamp= 1305031795.381001949; T[0]= 0.011951864; T[1]= -0.054617532; T[2]= -0.372858405; x= 0.313047469; y=  0.779106915; z=  0.257182628; w= 0.478383601
timeStamp= 1305031795.413223982; T[0]= -0.003519729; T[1]= -0.048285589; T[2]= -0.381252825; x= 0.314059973; y=  0.788518250; z=  0.251554519; w= 0.465108126
timeStamp= 1305031795.449069977; T[0]= -0.003218528; T[1]= -0.050238177; T[2]= -0.386992246; x= 0.315891176; y=  0.796704650; z=  0.249601215; w= 0.450747907
timeStamp= 1305031795.481096029; T[0]= -0.011952635; T[1]= -0.034999099; T[2]= -0.399890304; x= 0.317402661; y=  0.803050041; z=  0.245321214; w= 0.440662742
timeStamp= 1305031795.513242006; T[0]= -0.015502175; T[1]= -0.035573572; T[2]= -0.405629516; x= 0.318011940; y=  0.810175776; z=  0.242329672; w= 0.428672254
timeStamp= 1305031795.549113989; T[0]= -0.020321183; T[1]= -0.032012153; T[2]= -0.412003130; x= 0.318249464; y=  0.816152573; z=  0.239144877; w= 0.418834060
timeStamp= 1305031795.581135988; T[0]= -0.022291753; T[1]= -0.030465355; T[2]= -0.415723920; x= 0.316380948; y=  0.822485149; z=  0.234960973; w= 0.410139710
timeStamp= 1305031795.613266945; T[0]= -0.020436436; T[1]= -0.030911399; T[2]= -0.419404477; x= 0.314204723; y=  0.829115808; z=  0.230637550; w= 0.400810033
timeStamp= 1305031795.649064064; T[0]= -0.013268741; T[1]= -0.030879783; T[2]= -0.423554301; x= 0.313977569; y=  0.835988700; z=  0.225404039; w= 0.389530391
timeStamp= 1305031795.681015015; T[0]= -0.022073681; T[1]= -0.039559446; T[2]= -0.415397644; x= 0.313579917; y=  0.842107058; z=  0.221811295; w= 0.378580332
timeStamp= 1305031795.713123083; T[0]= -0.034895167; T[1]= -0.054839857; T[2]= -0.396450162; x= 0.311653912; y=  0.845812738; z=  0.224758700; w= 0.370075941
timeStamp= 1305031795.749082088; T[0]= -0.047597852; T[1]= -0.064979032; T[2]= -0.379084349; x= 0.304256529; y=  0.849015951; z=  0.230373785; w= 0.365414500
timeStamp= 1305031795.781166077; T[0]= -0.042007953; T[1]= -0.058954105; T[2]= -0.376925051; x= 0.297335714; y=  0.852155864; z=  0.237566605; w= 0.359143376
timeStamp= 1305031795.813074112; T[0]= -0.018534431; T[1]= -0.092947565; T[2]= -0.352101296; x= 0.291012406; y=  0.856658161; z=  0.251123637; w= 0.344071925
timeStamp= 1305031795.849070072; T[0]= -0.012471887; T[1]= -0.094211489; T[2]= -0.351592064; x= 0.285368741; y=  0.855285823; z=  0.266439438; w= 0.340677083
timeStamp= 1305031795.881078005; T[0]= 0.000030890; T[1]= -0.091864318; T[2]= -0.348120004; x= 0.279582530; y=  0.852989495; z=  0.282343864; w= 0.338414609
