timeStamp= 1305033527.670034; T[0]= 0.000000000; T[1]= 0.000000000; T[2]= 0.000000000; x= 0.000000000; y=  0.000000000; z=  0.000000000; w= 1.000000000
timeStamp= 1305033528.801994085; T[0]= 0.056654289; T[1]= -0.067919679; T[2]= 0.092739783; x= -0.019687457; y=  0.008117564; z=  0.022187645; w= 0.999526978
timeStamp= 1305033528.834357977; T[0]= 0.061808482; T[1]= -0.075166039; T[2]= 0.102557257; x= -0.019579539; y=  0.008723709; z=  0.025086245; w= 0.999455512
timeStamp= 1305033528.870165110; T[0]= 0.067519516; T[1]= -0.083225444; T[2]= 0.111931473; x= -0.020193646; y=  0.008303530; z=  0.027607549; w= 0.999380350
timeStamp= 1305033528.902091980; T[0]= 0.073092900; T[1]= -0.092592001; T[2]= 0.121197194; x= -0.020706808; y=  0.007747101; z=  0.029126873; w= 0.999331176
timeStamp= 1305033528.934257984; T[0]= 0.080279030; T[1]= -0.099211231; T[2]= 0.130934119; x= -0.019320603; y=  0.006619358; z=  0.029404201; w= 0.999358952
timeStamp= 1305033528.969917059; T[0]= 0.087907605; T[1]= -0.109664023; T[2]= 0.141438901; x= -0.020060372; y=  0.007135562; z=  0.028829621; w= 0.999357581
timeStamp= 1305033529.002386093; T[0]= 0.093002081; T[1]= -0.114332721; T[2]= 0.151771963; x= -0.018160958; y=  0.009597169; z=  0.028753700; w= 0.999375463
timeStamp= 1305033529.033895969; T[0]= 0.095771439; T[1]= -0.122360252; T[2]= 0.161263421; x= -0.018598353; y=  0.011020074; z=  0.028010461; w= 0.999373853
timeStamp= 1305033529.069871902; T[0]= 0.100021087; T[1]= -0.132485986; T[2]= 0.170449823; x= -0.018389022; y=  0.010787190; z=  0.026292926; w= 0.999426901
timeStamp= 1305033529.101938009; T[0]= 0.104017988; T[1]= -0.141970456; T[2]= 0.180034652; x= -0.016377773; y=  0.010217017; z=  0.024509195; w= 0.999513209
timeStamp= 1305033529.133980036; T[0]= 0.106804088; T[1]= -0.153770119; T[2]= 0.189769894; x= -0.014925655; y=  0.009913902; z=  0.022681454; w= 0.999582171
timeStamp= 1305033529.170049906; T[0]= 0.111951046; T[1]= -0.164307952; T[2]= 0.201644689; x= -0.012530743; y=  0.009170567; z=  0.023162844; w= 0.999611139
timeStamp= 1305033529.201937914; T[0]= 0.117810853; T[1]= -0.175203428; T[2]= 0.211698219; x= -0.011558822; y=  0.009362476; z=  0.023585852; w= 0.999611139
timeStamp= 1305033529.233932972; T[0]= 0.121181324; T[1]= -0.186147198; T[2]= 0.221206069; x= -0.009615410; y=  0.011349401; z=  0.023448106; w= 0.999614358
timeStamp= 1305033529.270157099; T[0]= 0.122407719; T[1]= -0.195955276; T[2]= 0.231341362; x= -0.006749438; y=  0.013447298; z=  0.023467056; w= 0.999611378
timeStamp= 1305033529.302066088; T[0]= 0.126568258; T[1]= -0.207610473; T[2]= 0.242288500; x= -0.005285037; y=  0.013446000; z=  0.024361096; w= 0.999598801
timeStamp= 1305033529.333973885; T[0]= 0.131321788; T[1]= -0.218524039; T[2]= 0.253009290; x= -0.002267870; y=  0.014252535; z=  0.023396283; w= 0.999622107
timeStamp= 1305033529.369872093; T[0]= 0.133516073; T[1]= -0.228127375; T[2]= 0.263462842; x= 0.000913952; y=  0.016397607; z=  0.022907063; w= 0.999602675
timeStamp= 1305033529.402096033; T[0]= 0.135349691; T[1]= -0.238300771; T[2]= 0.274169087; x= 0.002969945; y=  0.017655421; z=  0.022630828; w= 0.999583602
timeStamp= 1305033529.434346914; T[0]= 0.137893587; T[1]= -0.248375043; T[2]= 0.284603059; x= 0.004452283; y=  0.018409632; z=  0.022812286; w= 0.999560297
timeStamp= 1305033529.470113039; T[0]= 0.140433326; T[1]= -0.259345949; T[2]= 0.294899821; x= 0.006045234; y=  0.018672274; z=  0.022215934; w= 0.999560535
timeStamp= 1305033529.502275944; T[0]= 0.142561764; T[1]= -0.271138489; T[2]= 0.305653661; x= 0.008169567; y=  0.019273492; z=  0.020848222; w= 0.999563456
timeStamp= 1305033529.534027100; T[0]= 0.144786090; T[1]= -0.280687422; T[2]= 0.316399217; x= 0.010228627; y=  0.020265836; z=  0.021144412; w= 0.999518692
timeStamp= 1305033529.569931984; T[0]= 0.145495489; T[1]= -0.290250003; T[2]= 0.327696592; x= 0.011852717; y=  0.022195041; z=  0.022619821; w= 0.999427438
timeStamp= 1305033529.601907969; T[0]= 0.146059692; T[1]= -0.299836099; T[2]= 0.339890122; x= 0.012174042; y=  0.023008777; z=  0.024377000; w= 0.999363899
timeStamp= 1305033529.634597063; T[0]= 0.152062401; T[1]= -0.310306609; T[2]= 0.352632284; x= 0.012103312; y=  0.022253074; z=  0.023811948; w= 0.999395490
timeStamp= 1305033529.670028925; T[0]= 0.155153170; T[1]= -0.318791837; T[2]= 0.365022838; x= 0.012459359; y=  0.025757819; z=  0.022664415; w= 0.999333560
timeStamp= 1305033529.701927900; T[0]= 0.153864861; T[1]= -0.330001414; T[2]= 0.377418667; x= 0.010727496; y=  0.030293850; z=  0.023012608; w= 0.999218524
timeStamp= 1305033529.735153913; T[0]= 0.154371858; T[1]= -0.341782570; T[2]= 0.389508963; x= 0.010524056; y=  0.033255305; z=  0.024182631; w= 0.999098837
timeStamp= 1305033529.769984961; T[0]= 0.153128043; T[1]= -0.354258239; T[2]= 0.401568770; x= 0.011441110; y=  0.036165651; z=  0.028056543; w= 0.998886406
timeStamp= 1305033529.801903963; T[0]= 0.152030066; T[1]= -0.364343017; T[2]= 0.414966017; x= 0.014056394; y=  0.037578553; z=  0.034213815; w= 0.998608828
timeStamp= 1305033529.835175991; T[0]= 0.155430645; T[1]= -0.375093907; T[2]= 0.428162098; x= 0.015174896; y=  0.037333019; z=  0.040975586; w= 0.998347104
timeStamp= 1305033529.870052099; T[0]= 0.157844722; T[1]= -0.383824527; T[2]= 0.440578967; x= 0.015908925; y=  0.038688391; z=  0.044836506; w= 0.998118103
timeStamp= 1305033529.902039051; T[0]= 0.158358917; T[1]= -0.395472795; T[2]= 0.452889889; x= 0.015065871; y=  0.040575396; z=  0.046033427; w= 0.998001814
timeStamp= 1305033529.934437990; T[0]= 0.157238156; T[1]= -0.402987540; T[2]= 0.464999884; x= 0.015713206; y=  0.041261788; z=  0.044645816; w= 0.998026669
timeStamp= 1305033529.969974995; T[0]= 0.159529284; T[1]= -0.415102184; T[2]= 0.477580905; x= 0.014329684; y=  0.040222842; z=  0.042968307; w= 0.998163581
timeStamp= 1305033530.002319098; T[0]= 0.161059782; T[1]= -0.426223278; T[2]= 0.489831030; x= 0.015483092; y=  0.039924126; z=  0.040914614; w= 0.998244584
timeStamp= 1305033530.034538984; T[0]= 0.162344903; T[1]= -0.435002923; T[2]= 0.502192736; x= 0.016691983; y=  0.039739877; z=  0.041453522; w= 0.998210251
timeStamp= 1305033530.070091963; T[0]= 0.165319771; T[1]= -0.446025640; T[2]= 0.515877008; x= 0.016910370; y=  0.038747910; z=  0.042332947; w= 0.998208702
timeStamp= 1305033530.102639914; T[0]= 0.169539198; T[1]= -0.456985950; T[2]= 0.529010117; x= 0.017496146; y=  0.038004111; z=  0.041393287; w= 0.998266578
timeStamp= 1305033530.133963108; T[0]= 0.172329903; T[1]= -0.466331363; T[2]= 0.542200685; x= 0.018487886; y=  0.038121309; z=  0.040085632; w= 0.998297572
timeStamp= 1305033530.169975042; T[0]= 0.174080595; T[1]= -0.477217793; T[2]= 0.556764185; x= 0.018823944; y=  0.038202614; z=  0.039596256; w= 0.998307705
timeStamp= 1305033530.202533007; T[0]= 0.178139165; T[1]= -0.485481262; T[2]= 0.570806861; x= 0.019395689; y=  0.036435004; z=  0.038847670; w= 0.998392284
timeStamp= 1305033530.234343052; T[0]= 0.183915868; T[1]= -0.495701879; T[2]= 0.585929275; x= 0.018719925; y=  0.035127316; z=  0.038094465; w= 0.998481035
timeStamp= 1305033530.270088911; T[0]= 0.187186673; T[1]= -0.506427288; T[2]= 0.602198899; x= 0.018612498; y=  0.035065353; z=  0.037226487; w= 0.998517990
timeStamp= 1305033530.302540064; T[0]= 0.191139191; T[1]= -0.517744184; T[2]= 0.618528366; x= 0.018936185; y=  0.034070149; z=  0.036758147; w= 0.998563707
timeStamp= 1305033530.334417105; T[0]= 0.195752263; T[1]= -0.527124226; T[2]= 0.633821011; x= 0.019650228; y=  0.032097261; z=  0.037154019; w= 0.998600602
timeStamp= 1305033530.369991064; T[0]= 0.204288602; T[1]= -0.535610497; T[2]= 0.648604393; x= 0.019924328; y=  0.029238092; z=  0.036459975; w= 0.998708546
timeStamp= 1305033530.402280092; T[0]= 0.211772785; T[1]= -0.545171559; T[2]= 0.663127184; x= 0.018509949; y=  0.029398080; z=  0.034152303; w= 0.998812616
timeStamp= 1305033530.433938980; T[0]= 0.216534287; T[1]= -0.555008411; T[2]= 0.676723003; x= 0.016711148; y=  0.031042552; z=  0.033511855; w= 0.998816311
timeStamp= 1305033530.470000982; T[0]= 0.220397413; T[1]= -0.564852595; T[2]= 0.691941917; x= 0.015406787; y=  0.031042615; z=  0.034093603; w= 0.998817563
timeStamp= 1305033530.503175974; T[0]= 0.228298023; T[1]= -0.575577557; T[2]= 0.706456184; x= 0.013825815; y=  0.029438481; z=  0.034779944; w= 0.998865664
timeStamp= 1305033530.534055948; T[0]= 0.235041797; T[1]= -0.585137308; T[2]= 0.720932484; x= 0.012339974; y=  0.029327912; z=  0.034642097; w= 0.998893142
timeStamp= 1305033530.570010900; T[0]= 0.240280613; T[1]= -0.595314384; T[2]= 0.735093355; x= 0.010836709; y=  0.029580029; z=  0.032718644; w= 0.998968005
timeStamp= 1305033530.603079081; T[0]= 0.245991156; T[1]= -0.605499685; T[2]= 0.749309957; x= 0.009265668; y=  0.029647825; z=  0.029266963; w= 0.999088883
timeStamp= 1305033530.634562016; T[0]= 0.250045776; T[1]= -0.615018725; T[2]= 0.762579083; x= 0.008211936; y=  0.030570103; z=  0.026096227; w= 0.999158144
timeStamp= 1305033530.670053005; T[0]= 0.253619313; T[1]= -0.626465380; T[2]= 0.775364816; x= 0.007446239; y=  0.030740656; z=  0.023643613; w= 0.999219954
timeStamp= 1305033530.702903986; T[0]= 0.256431937; T[1]= -0.634945691; T[2]= 0.787606895; x= 0.007947332; y=  0.030687941; z=  0.022861131; w= 0.999235928
timeStamp= 1305033530.733843088; T[0]= 0.260540605; T[1]= -0.647016823; T[2]= 0.800023317; x= 0.007343548; y=  0.030554945; z=  0.023475662; w= 0.999230385
timeStamp= 1305033530.770068884; T[0]= 0.263658643; T[1]= -0.657702327; T[2]= 0.811123967; x= 0.008111440; y=  0.030531671; z=  0.023769174; w= 0.999218225
timeStamp= 1305033530.802639961; T[0]= 0.266602963; T[1]= -0.668479443; T[2]= 0.822136164; x= 0.009931408; y=  0.030617800; z=  0.023749143; w= 0.999199629
timeStamp= 1305033530.834043026; T[0]= 0.268713385; T[1]= -0.679867983; T[2]= 0.832467020; x= 0.012117609; y=  0.030851057; z=  0.023537530; w= 0.999173343
timeStamp= 1305033530.869990110; T[0]= 0.272591233; T[1]= -0.691724122; T[2]= 0.843359172; x= 0.015545342; y=  0.029933566; z=  0.022783125; w= 0.999171257
timeStamp= 1305033530.903177023; T[0]= 0.275726557; T[1]= -0.699513018; T[2]= 0.852303028; x= 0.020005045; y=  0.029906778; z=  0.021701751; w= 0.999116778
timeStamp= 1305033530.935393095; T[0]= 0.277855337; T[1]= -0.707455397; T[2]= 0.860940695; x= 0.023576234; y=  0.031022694; z=  0.022159617; w= 0.998994827
timeStamp= 1305033530.969918013; T[0]= 0.278821617; T[1]= -0.714663327; T[2]= 0.869424224; x= 0.026910901; y=  0.032287281; z=  0.023289107; w= 0.998844802
timeStamp= 1305033531.001894951; T[0]= 0.279829472; T[1]= -0.720954061; T[2]= 0.877790630; x= 0.029858110; y=  0.032756850; z=  0.024014466; w= 0.998728573
timeStamp= 1305033531.035070896; T[0]= 0.280534565; T[1]= -0.726436317; T[2]= 0.883885145; x= 0.032158487; y=  0.032553274; z=  0.023487177; w= 0.998676360
timeStamp= 1305033531.070067883; T[0]= 0.280202806; T[1]= -0.729596317; T[2]= 0.889964581; x= 0.034313325; y=  0.032332364; z=  0.022731652; w= 0.998629272
timeStamp= 1305033531.103063107; T[0]= 0.280572265; T[1]= -0.732532263; T[2]= 0.894388735; x= 0.034783721; y=  0.031708628; z=  0.022734817; w= 0.998632967
timeStamp= 1305033531.134773016; T[0]= 0.280022264; T[1]= -0.737359405; T[2]= 0.897443533; x= 0.034723803; y=  0.031832907; z=  0.022635378; w= 0.998633325
timeStamp= 1305033531.169951916; T[0]= 0.277042776; T[1]= -0.737674952; T[2]= 0.899956703; x= 0.036677659; y=  0.031648912; z=  0.022474095; w= 0.998573005
timeStamp= 1305033531.203418016; T[0]= 0.277060091; T[1]= -0.735792875; T[2]= 0.900269032; x= 0.037222374; y=  0.029810738; z=  0.023142770; w= 0.998594105
timeStamp= 1305033531.234206915; T[0]= 0.276526034; T[1]= -0.735167205; T[2]= 0.901410162; x= 0.036076367; y=  0.030212916; z=  0.025306864; w= 0.998571575
timeStamp= 1305033531.272670984; T[0]= 0.273558706; T[1]= -0.733495295; T[2]= 0.901217043; x= 0.034897469; y=  0.031473767; z=  0.027491206; w= 0.998516798
timeStamp= 1305033531.303205013; T[0]= 0.274016529; T[1]= -0.730419278; T[2]= 0.900700450; x= 0.033851720; y=  0.030772714; z=  0.028427308; w= 0.998548448
timeStamp= 1305033531.335000992; T[0]= 0.272526622; T[1]= -0.727059603; T[2]= 0.899088681; x= 0.032119084; y=  0.031994149; z=  0.029789662; w= 0.998527586
timeStamp= 1305033531.370503902; T[0]= 0.271349370; T[1]= -0.721845448; T[2]= 0.896920204; x= 0.030005492; y=  0.033684332; z=  0.032785710; w= 0.998443842
timeStamp= 1305033531.403347015; T[0]= 0.269635350; T[1]= -0.719628692; T[2]= 0.894578755; x= 0.026878240; y=  0.035509888; z=  0.035205081; w= 0.998387277
timeStamp= 1305033531.435426950; T[0]= 0.270037681; T[1]= -0.715231955; T[2]= 0.890696704; x= 0.024950104; y=  0.037394892; z=  0.036652014; w= 0.998316467
timeStamp= 1305033531.470309973; T[0]= 0.268281877; T[1]= -0.710896194; T[2]= 0.886540055; x= 0.023381568; y=  0.041200485; z=  0.038717270; w= 0.998126686
timeStamp= 1305033531.503808022; T[0]= 0.266157568; T[1]= -0.705840468; T[2]= 0.881931901; x= 0.021781003; y=  0.044233769; z=  0.041435331; w= 0.997923851
timeStamp= 1305033531.534928083; T[0]= 0.266392320; T[1]= -0.702255070; T[2]= 0.876273215; x= 0.019696938; y=  0.046890084; z=  0.043026417; w= 0.997778594
timeStamp= 1305033531.571451902; T[0]= 0.265137970; T[1]= -0.695971370; T[2]= 0.870154440; x= 0.019219384; y=  0.051362675; z=  0.044095915; w= 0.997520924
timeStamp= 1305033531.603610992; T[0]= 0.263419360; T[1]= -0.691163123; T[2]= 0.863387227; x= 0.017348984; y=  0.056250829; z=  0.045943279; w= 0.997208118
timeStamp= 1305033531.635605097; T[0]= 0.261328578; T[1]= -0.685245872; T[2]= 0.856013834; x= 0.015979264; y=  0.061502680; z=  0.047940332; w= 0.996826887
timeStamp= 1305033531.671649933; T[0]= 0.260371327; T[1]= -0.681350529; T[2]= 0.847502232; x= 0.013972221; y=  0.067917027; z=  0.049952634; w= 0.996341705
timeStamp= 1305033531.703406096; T[0]= 0.255973905; T[1]= -0.675611138; T[2]= 0.838546157; x= 0.014067310; y=  0.076668635; z=  0.054669272; w= 0.995457292
timeStamp= 1305033531.735411882; T[0]= 0.249895826; T[1]= -0.670611143; T[2]= 0.829521060; x= 0.013855049; y=  0.084423006; z=  0.063051805; w= 0.994336605
timeStamp= 1305033531.771384001; T[0]= 0.246490613; T[1]= -0.665538251; T[2]= 0.820281208; x= 0.014088657; y=  0.090114243; z=  0.071729146; w= 0.993245125
timeStamp= 1305033531.802700996; T[0]= 0.243602991; T[1]= -0.659803152; T[2]= 0.809736967; x= 0.015398325; y=  0.096406311; z=  0.078194812; w= 0.992146313
timeStamp= 1305033531.833841085; T[0]= 0.237404525; T[1]= -0.652352691; T[2]= 0.800219595; x= 0.016906712; y=  0.103867576; z=  0.083676584; w= 0.990920782
timeStamp= 1305033531.872625113; T[0]= 0.229702085; T[1]= -0.646181464; T[2]= 0.791449785; x= 0.017104823; y=  0.109637253; z=  0.088444948; w= 0.989881098
timeStamp= 1305033531.902834892; T[0]= 0.225694209; T[1]= -0.638418615; T[2]= 0.783040941; x= 0.017360801; y=  0.113084935; z=  0.090817012; w= 0.989273787
timeStamp= 1305033531.933903933; T[0]= 0.222278491; T[1]= -0.631733894; T[2]= 0.773400307; x= 0.016817445; y=  0.118423395; z=  0.092733845; w= 0.988480389
timeStamp= 1305033531.971524000; T[0]= 0.214798048; T[1]= -0.626317263; T[2]= 0.765936911; x= 0.017672528; y=  0.125432625; z=  0.096052222; w= 0.987283289
timeStamp= 1305033532.003220081; T[0]= 0.209127367; T[1]= -0.617458761; T[2]= 0.757031798; x= 0.019894285; y=  0.130490154; z=  0.100665703; w= 0.986125231
timeStamp= 1305033532.033792019; T[0]= 0.204116136; T[1]= -0.608071685; T[2]= 0.748567879; x= 0.020245094; y=  0.135902300; z=  0.107178494; w= 0.984699667
timeStamp= 1305033532.071576118; T[0]= 0.198332295; T[1]= -0.599446595; T[2]= 0.738799930; x= 0.018807288; y=  0.142034322; z=  0.114130549; w= 0.983080268
timeStamp= 1305033532.101891041; T[0]= 0.191763625; T[1]= -0.592509031; T[2]= 0.730155051; x= 0.016314043; y=  0.148313254; z=  0.119623229; w= 0.981543303
timeStamp= 1305033532.135137081; T[0]= 0.185734481; T[1]= -0.585683167; T[2]= 0.720096350; x= 0.013732942; y=  0.153089806; z=  0.122677654; w= 0.980471909
timeStamp= 1305033532.171224117; T[0]= 0.180360451; T[1]= -0.578527153; T[2]= 0.710727632; x= 0.012125771; y=  0.157835782; z=  0.124577709; w= 0.979500473
timeStamp= 1305033532.203553915; T[0]= 0.172765493; T[1]= -0.572123885; T[2]= 0.701110005; x= 0.010562912; y=  0.161972269; z=  0.128047511; w= 0.978395224
timeStamp= 1305033532.233902931; T[0]= 0.169163987; T[1]= -0.565084934; T[2]= 0.691478252; x= 0.009003758; y=  0.164106429; z=  0.131195441; w= 0.977637827
timeStamp= 1305033532.271672010; T[0]= 0.165429056; T[1]= -0.559310555; T[2]= 0.682320833; x= 0.006895589; y=  0.167960301; z=  0.134003460; w= 0.976619065
timeStamp= 1305033532.303369045; T[0]= 0.159189165; T[1]= -0.553264499; T[2]= 0.673218548; x= 0.005782410; y=  0.171806857; z=  0.136723757; w= 0.975579619
timeStamp= 1305033532.335390091; T[0]= 0.156237304; T[1]= -0.548225224; T[2]= 0.664015889; x= 0.004252326; y=  0.173369735; z=  0.138371497; w= 0.975078523
timeStamp= 1305033532.371840954; T[0]= 0.152827471; T[1]= -0.542173803; T[2]= 0.654627681; x= 0.004020219; y=  0.175419390; z=  0.138864860; w= 0.974642694
timeStamp= 1305033532.403249979; T[0]= 0.149932802; T[1]= -0.534731805; T[2]= 0.645699084; x= 0.004079387; y=  0.176699087; z=  0.139159843; w= 0.974369168
timeStamp= 1305033532.435086012; T[0]= 0.149341136; T[1]= -0.531584620; T[2]= 0.636626124; x= 0.003146156; y=  0.178219393; z=  0.138754606; w= 0.974153519
timeStamp= 1305033532.471927881; T[0]= 0.148067802; T[1]= -0.524726450; T[2]= 0.627406836; x= 0.004582064; y=  0.181077421; z=  0.137707323; w= 0.973769307
timeStamp= 1305033532.502026081; T[0]= 0.144547924; T[1]= -0.518827260; T[2]= 0.618297696; x= 0.005615246; y=  0.184720397; z=  0.137751251; w= 0.973073184
timeStamp= 1305033532.539103031; T[0]= 0.142772689; T[1]= -0.512375653; T[2]= 0.608931839; x= 0.007305883; y=  0.186988547; z=  0.137631536; w= 0.972645581
timeStamp= 1305033532.571563005; T[0]= 0.139567867; T[1]= -0.502820611; T[2]= 0.599417269; x= 0.009312302; y=  0.189741701; z=  0.138070092; w= 0.972032905
timeStamp= 1305033532.603569031; T[0]= 0.136807680; T[1]= -0.495184362; T[2]= 0.588735700; x= 0.009202197; y=  0.191708788; z=  0.138405487; w= 0.971600235
timeStamp= 1305033532.635683060; T[0]= 0.134608567; T[1]= -0.486250073; T[2]= 0.577955723; x= 0.008905669; y=  0.193551958; z=  0.137778804; w= 0.971326590
timeStamp= 1305033532.672619104; T[0]= 0.130389199; T[1]= -0.481101692; T[2]= 0.567092121; x= 0.007784667; y=  0.195897624; z=  0.136472285; w= 0.971050382
timeStamp= 1305033532.702116013; T[0]= 0.127225921; T[1]= -0.472828537; T[2]= 0.557633638; x= 0.008869201; y=  0.197347760; z=  0.134318829; w= 0.971047699
timeStamp= 1305033532.739490986; T[0]= 0.124167778; T[1]= -0.463014066; T[2]= 0.546703756; x= 0.010402049; y=  0.198871732; z=  0.132849738; w= 0.970923662
timeStamp= 1305033532.772109985; T[0]= 0.121745564; T[1]= -0.452858418; T[2]= 0.535814524; x= 0.010924138; y=  0.200883061; z=  0.132434249; w= 0.970560551
timeStamp= 1305033532.802328110; T[0]= 0.119885638; T[1]= -0.442215681; T[2]= 0.524383068; x= 0.010557478; y=  0.204102814; z=  0.132679224; w= 0.969859183
timeStamp= 1305033532.839648008; T[0]= 0.118059710; T[1]= -0.433119237; T[2]= 0.513619781; x= 0.009295438; y=  0.209600151; z=  0.135308847; w= 0.968335092
timeStamp= 1305033532.871166945; T[0]= 0.113125972; T[1]= -0.425502896; T[2]= 0.504154086; x= 0.008394055; y=  0.216425091; z=  0.140855730; w= 0.966048360
timeStamp= 1305033532.903404951; T[0]= 0.111115716; T[1]= -0.416022599; T[2]= 0.492662311; x= 0.007475721; y=  0.221093222; z=  0.147336051; w= 0.964030087
